meter,district,buildYear,rooms,price,elevator,space,parking,floor
۱۰۸,niavaran,۱۳۸۷,۲,۱۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۵۸,beryanak,۱۳۹۵,۲,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۲
۵۸,central-janat-abad,۱۳۸۳,۱,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۳۴,pirouzi,۱۴۰۱,۱,۲٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۱ از ۴
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۰,shemiran-no,۱۳۸۵,۱,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف از ۳
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۳۴,pirouzi,۱۴۰۱,۱,۲٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۱ از ۴
۷۴,ostad-moein,۱۳۹۵,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۸۵,pasdaran,۱۳۹۰,۲,۱۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۵۸,beryanak,۱۳۹۵,۲,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۲
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۸۲,central-janat-abad,۱۳۹۴,۲,۹٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۸,beryanak,۱۳۹۵,۲,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۲
۱۱۰,ajoodanieh,۱۳۸۸,۲,۱۳٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۸,central-janat-abad,۱۳۸۳,۱,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۴۰,behdasht,۱۳۸۵,۱,۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۳ از ۵
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۱۰۸,niavaran,۱۳۸۷,۲,۱۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۶۲,afsariyeh,۱۳۹۴,۲,۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۱ از ۵
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۳۴,pirouzi,۱۴۰۱,۱,۲٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۱ از ۴
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۵۸,central-janat-abad,۱۳۸۳,۱,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۵۵,sazamn-barnameh,۱۳۹۶,۱,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۱,ekbatan,۱۴۰۳,۲,۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۰,molavi,۱۳۸۵,۱,۲٬۳۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۱۳۰,pasdaran,۱۳۸۵,۲,۱۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۱۳۵,mirdamad,۱۳۹۸,۳,۲۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۶۲,afsariyeh,۱۳۹۴,۲,۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۱ از ۵
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۶۲,afsariyeh,۱۳۹۴,۲,۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۱ از ۵
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۳۸,bolursazi,۱۳۹۱,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۶۰,chitgar,۱۴۰۳,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۱۱۰,ajoodanieh,۱۳۸۸,۲,۱۳٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۷۴,ostad-moein,۱۳۹۵,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۵۸,central-janat-abad,۱۳۸۳,۱,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱
۱۲۳,west-tehranpars,۱۳۸۳,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۰,shemiran-no,۱۳۸۵,۱,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف از ۳
۱۷۰,aghdasieh,۱۳۸۳,۳,۲۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۵۵,sazamn-barnameh,۱۳۹۶,۱,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۵,sazamn-barnameh,۱۳۹۶,۱,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۸,central-janat-abad,۱۳۸۳,۱,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۸۵,pasdaran,۱۳۹۰,۲,۱۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۵۰,molavi,۱۳۸۵,۱,۲٬۳۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۱۱۵,soleymani,۱۴۰۳,۲,۷٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۶ از ۶
۴۰,behdasht,۱۳۸۵,۱,۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۳ از ۵
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۶۰,chitgar,۱۴۰۳,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱
۶۰,vardavard,۱۴۰۳,۲,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۱۱۵,soleymani,۱۴۰۳,۲,۷٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۶ از ۶
۷۰,abouzar,۱۳۹۴,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲
۱۱۰,ajoodanieh,۱۳۸۸,۲,۱۳٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۰,shemiran-no,۱۳۸۵,۱,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,همکف از ۳
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۳۸,bolursazi,۱۳۹۱,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۷۰,abouzar,۱۳۹۴,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲
۳۸,bolursazi,۱۳۹۱,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۱۰۸,niavaran,۱۳۸۷,۲,۱۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۳۴,pirouzi,۱۴۰۱,۱,۲٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۱ از ۴
۱۳۵,mirdamad,۱۳۹۸,۳,۲۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۶۷,sazamn-barnameh,۱۳۸۹,۱,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱,ekbatan,۱۴۰۳,۲,۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۳۸,bolursazi,۱۳۹۱,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۷۰,abouzar,۱۳۹۴,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲
۶۰,chitgar,۱۴۰۳,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱
۶۷,sazamn-barnameh,۱۳۸۹,۱,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱,ekbatan,۱۴۰۳,۲,۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۰,molavi,۱۳۸۵,۱,۲٬۳۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۸۵,pasdaran,۱۳۹۰,۲,۱۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۵۸,beryanak,۱۳۹۵,۲,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۲
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۵۰,molavi,۱۳۸۵,۱,۲٬۳۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۸۲,central-janat-abad,۱۳۹۴,۲,۹٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۹۱,marzdaran,۱۴۰۰,۲,۱۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۸۲,central-janat-abad,۱۳۹۴,۲,۹٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۱,ekbatan,۱۴۰۳,۲,۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۳۵,mirdamad,۱۳۹۸,۳,۲۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۵۰,molavi,۱۳۸۵,۱,۲٬۳۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۸۲,central-janat-abad,۱۳۹۴,۲,۹٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۳,shahid-navab-safavi,۱۳۸۷,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۶۷,sazamn-barnameh,۱۳۸۹,۱,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۳۵,mirdamad,۱۳۹۸,۳,۲۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۶۲,afsariyeh,۱۳۹۴,۲,۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۱ از ۵
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۳۴,pirouzi,۱۴۰۱,۱,۲٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۱ از ۴
۶۰,chitgar,۱۴۰۳,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱
۸۵,pasdaran,۱۳۹۰,۲,۱۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۶۰,shahrak-e-vali-e-asr,۱۳۹۰,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۳۸,bolursazi,۱۳۹۱,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۷۴,ostad-moein,۱۳۹۵,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۱۰۸,niavaran,۱۳۸۷,۲,۱۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۵۳,shahid-navab-safavi,۱۳۸۷,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۶۷,sazamn-barnameh,۱۳۸۹,۱,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۳۵,mirdamad,۱۳۹۸,۳,۲۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۱۱۵,soleymani,۱۴۰۳,۲,۷٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۶ از ۶
۷۷,kooy-e-ferdos,۱۳۸۱,۲,۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۱۱۵,soleymani,۱۴۰۳,۲,۷٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۶ از ۶
۸۲,central-janat-abad,۱۳۹۴,۲,۹٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۰,molavi,۱۳۸۵,۱,۲٬۳۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۶۰,vardavard,۱۴۰۳,۲,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۷۰,abouzar,۱۳۹۴,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲
۸۲,central-janat-abad,۱۳۹۴,۲,۹٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۶۰,vardavard,۱۴۰۳,۲,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۵۸,central-janat-abad,۱۳۸۳,۱,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱
۱,ekbatan,۱۴۰۳,۲,۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۶۰,chitgar,۱۴۰۳,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱
۶۰,vardavard,۱۴۰۳,۲,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۳۸,bolursazi,۱۳۹۱,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۶۰,chitgar,۱۴۰۳,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۹۱,marzdaran,۱۴۰۰,۲,۱۳٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۲۳,west-tehranpars,۱۳۸۳,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۶۰,vardavard,۱۴۰۳,۲,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۱۱۵,soleymani,۱۴۰۳,۲,۷٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۶ از ۶
۳۴,pirouzi,۱۴۰۱,۱,۲٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۱ از ۴
۶۰,chitgar,۱۴۰۳,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۳۸,bolursazi,۱۳۹۱,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۱۲۳,west-tehranpars,۱۳۸۳,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۱,ekbatan,۱۴۰۳,۲,۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۶۷,sazamn-barnameh,۱۳۸۹,۱,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۸۴,kooy-e-ferdos,۱۴۰۲,۲,۱۰٬۵۸۴٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۱۱۵,darrous,۱۳۹۳,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۴,jeyhoun,۱۳۹۳,۲,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۱۷۰,aghdasieh,۱۳۸۳,۳,۲۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۵۸,central-janat-abad,۱۳۸۳,۱,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱
۶۰,vardavard,۱۴۰۳,۲,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۱۲۳,west-tehranpars,۱۳۸۳,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۰۸,niavaran,۱۳۸۷,۲,۱۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۲۳,west-tehranpars,۱۳۸۳,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۲۸۸,tehranvila,۱۳۸۰,+۴,۲۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۶۲,afsariyeh,۱۳۹۴,۲,۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۱ از ۵
۱۱۰,ajoodanieh,۱۳۸۸,۲,۱۳٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۸۵,pasdaran,۱۳۹۰,۲,۱۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۵۵,sazamn-barnameh,۱۳۹۶,۱,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۲۳,west-tehranpars,۱۳۸۳,۳,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۹۰,vanak,۱۳۸۲,۳,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
۵۵,sazamn-barnameh,۱۳۹۶,۱,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۸۵,pasdaran,۱۳۹۰,۲,۱۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۶۰,tehran-zanjan,۱۳۸۰,۲,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱
۶۲,afsariyeh,۱۳۹۴,۲,۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,false,false,۱ از ۵
۵۲,sarsabz,۱۳۹۰,۱,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۴ از ۴
