meter,district,buildYear,rooms,price,elevator,space,parking,floor
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۵۷,bagh-feyz,۱۴۰۰,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۷۹,salamat,۱۳۷۴,۲,۲٬۶۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,زیرهمکف از ۳
۱۲۲,tehran-hosein-abad,۱۴۰۲,۲,۱۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۱۱
۷۰,south-janat-abad,۱۳۹۶,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۴
۴۶,tayeb,۱۳۹۶,۱,۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳ از ۴
۱۶۰,tehran-hosein-abad,۱۳۸۷,۳,۱۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۱۴۷,qeytariyeh,۱۳۸۰,۳,۲۰٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۴
۷۰,south-janat-abad,۱۳۹۶,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۴
۸۳,dr-hoshyar,۱۳۹۴,۲,۶٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۵۵,molavi,۱۳۸۷,۱,۱٬۹۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲
۹۰,ozgol,۱۴۰۰,۲,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰
۵۸,evin,۱۳۹۲,۱,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۱۲۰,sazamn-barnameh,۱۳۹۰,۳,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۵۵,molavi,۱۳۸۷,۱,۱٬۹۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲
۸۴,chitgar,۱۴۰۲,۲,۵۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۲۲
۷۰,south-janat-abad,۱۳۹۶,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۴
۱۶۰,heravi,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۲۲,hor-square,۱۳۹۷,۳,۱۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۷۰,poonak,۱۳۹۳,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۵۸,evin,۱۳۹۲,۱,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۴۵,baqerkhan,۱۳۹۸,۳,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۶۵,west-tehranpars,۱۳۸۴,۱,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲
۵۸,evin,۱۳۹۲,۱,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۴۵,baqerkhan,۱۳۹۸,۳,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۵۸,azarbaijan,۱۳۸۶,۲,۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۱۱۳,shahrak-e-gharb,۱۴۰۱,۲,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۷۱,khani-abad-no,۱۳۹۳,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۹۲,kooy-e-ferdos,۱۳۹۲,۲,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۴۹,mina,۱۳۹۵,۱,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۶۱,jeyhoun,۱۳۹۳,۱,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۹۰,ozgol,۱۴۰۰,۲,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰
۱۵۰,saadat-abad,۱۳۹۳,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۶۰,dr-hoshyar,۱۳۸۸,۱,۴٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۷۵,chitgar,۱۴۰۳,۲,۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰ از ۱۵
۱۶۰,heravi,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۳۰,chitgar,۱۴۰۲,۳,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱ از ۱۵
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۵۵,molavi,۱۳۸۷,۱,۱٬۹۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲
۱۴۵,baqerkhan,۱۳۹۸,۳,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۲۱۰,vanak,۱۳۹۷,۳,۳۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۲۰,sazamn-barnameh,۱۳۹۰,۳,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۹۷,saadat-abad,۱۳۸۳,۲,۱۰٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۵۰,dr-hoshyar,۱۳۹۲,۱,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۷۵,andisheh,۱۳۹۷,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۷۹,ekbatan,۱۳۹۵,۴,۱۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۱۲
۴۶,tayeb,۱۳۹۶,۱,۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳ از ۴
۸۴,chitgar,۱۴۰۲,۲,۵۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۲۲
۱۶۰,heravi,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۴۵,baqerkhan,۱۳۹۸,۳,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۸۸,yousef-abad,۱۳۹۵,۳,۳۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۱۰۶,yousef-abad,۱۳۸۵,۲,۱۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۷۵,andisheh,۱۳۹۷,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۲۵,yousef-abad,۱۳۸۸,۳,۱۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۱۹۵,shahrak-e-gharb,۱۳۷۹,۳,۲۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۵۰,majid-abad,۱۳۹۱,۱,۴٬۲۷۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۶۱,jeyhoun,۱۳۹۳,۱,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۷۱,khani-abad-no,۱۳۹۳,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۱۱۳,shahrak-e-gharb,۱۴۰۱,۲,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۴۹,mina,۱۳۹۵,۱,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۹۰,ozgol,۱۴۰۰,۲,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰
۹۵,niavaran,۱۳۹۹,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۵۰,saadat-abad,۱۳۹۳,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۲۲۴,vanak,۱۳۹۸,۳,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۰۶,yousef-abad,۱۳۸۵,۲,۱۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۵۰,dr-hoshyar,۱۳۹۲,۱,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۱۲۰,sazamn-barnameh,۱۳۹۰,۳,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۶۰,heravi,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۷۵,andisheh,۱۳۹۷,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۷۹,ekbatan,۱۳۹۵,۴,۱۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۱۲
۱۹۵,shahrak-e-gharb,۱۳۷۹,۳,۲۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۱۵۲,beryanak,۱۳۸۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲
۵۷,bagh-feyz,۱۴۰۰,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۵۰,majid-abad,۱۳۹۱,۱,۴٬۲۷۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۹۵,shahrak-e-gharb,۱۳۷۹,۳,۲۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۵۰,chitgar-lake,۱۴۰۳,۱,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۱۵
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۱۳۰,chitgar,۱۴۰۲,۳,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱ از ۱۵
۶۴,east-tehranpars,۱۳۹۰,۱,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۷۱,khani-abad-no,۱۳۹۳,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۶۱,jeyhoun,۱۳۹۳,۱,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۹۰,ozgol,۱۴۰۰,۲,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰
۴۹,mina,۱۳۹۵,۱,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۱۰۶,yousef-abad,۱۳۸۵,۲,۱۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۴۶,tayeb,۱۳۹۶,۱,۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۳ از ۴
۷۵,andisheh,۱۳۹۷,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۶۴,east-tehranpars,۱۳۹۰,۱,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۷۰,poonak,۱۳۹۳,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۹۰,ozgol,۱۴۰۰,۲,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰
۱۹۵,shahrak-e-gharb,۱۳۷۹,۳,۲۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۱۳۰,chitgar,۱۴۰۲,۳,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱ از ۱۵
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۵۰,majid-abad,۱۳۹۱,۱,۴٬۲۷۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۰۶,yousef-abad,۱۳۸۵,۲,۱۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۲۲,hor-square,۱۳۹۷,۳,۱۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۶۳,poonak,۱۳۸۸,۱,۷٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۲۱۰,vanak,۱۳۹۷,۳,۳۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۹۵,niavaran,۱۳۹۹,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۹۷,saadat-abad,۱۳۸۳,۲,۱۰٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۱۵,narmak,۱۴۰۳,۳,۱۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۵۸,soleymani,۱۴۰۳,۱,۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۱
۱۱۵,narmak,۱۴۰۳,۳,۱۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۱۵,narmak,۱۴۰۳,۳,۱۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۵۲,beryanak,۱۳۸۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲
۱۵۲,beryanak,۱۳۸۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲
۱۱۵,narmak,۱۴۰۳,۳,۱۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۹۰,sadeghiyeh,۱۳۸۱,۲,۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۱۲۲,tehran-hosein-abad,۱۴۰۲,۲,۱۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۱۱
۶۸,kooye-e-hefdahom-e-shahrivar,۱۳۹۶,۲,۳٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲ از ۴
۵۰,chitgar-lake,۱۴۰۳,۱,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۱۵
۱۲۲,hor-square,۱۳۹۷,۳,۱۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۲۲۴,vanak,۱۳۹۸,۳,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۶۳,abouzar,۱۳۹۵,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۱۰۵,niavaran,۱۳۹۴,۳,۱۶٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۸۱,chitgar-lake,۱۴۰۳,۲,۳٬۱۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰ از ۱۵
۱۷۹,ekbatan,۱۳۹۵,۴,۱۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۱۲
۱۱۷,heravi,۱۴۰۲,۲,۱۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۱۱
۵۸,soleymani,۱۴۰۳,۱,۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۱
۸۱,chitgar-lake,۱۴۰۳,۲,۳٬۱۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰ از ۱۵
۱۳۵,amaniyeh,۱۳۸۵,۲,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۹۲,kooy-e-ferdos,۱۳۹۲,۲,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۵۲,beryanak,۱۳۸۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲
۵۸,evin,۱۳۹۲,۱,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۰۰,west-shahrak-e-golestan,۱۴۰۳,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۳ از ۱۴
۷۱,narmak,۱۴۰۳,۲,۸٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۷۱,khani-abad-no,۱۳۹۳,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۶۵,west-tehranpars,۱۳۸۴,۱,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲
۱۲۲,tehran-hosein-abad,۱۴۰۲,۲,۱۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۱۱
۶۳,poonak,۱۳۸۸,۱,۷٬۷۲۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۵۷,bagh-feyz,۱۴۰۰,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۱۲۲,tehran-hosein-abad,۱۴۰۲,۲,۱۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۱۱
۷۵,chitgar,۱۴۰۳,۲,۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۰ از ۱۵
۱۶۰,heravi,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۱۶۰,tehran-hosein-abad,۱۳۸۷,۳,۱۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۱۱۷,heravi,۱۴۰۲,۲,۱۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۱۱
۵۸,soleymani,۱۴۰۳,۱,۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۱
۱۶۰,tehran-hosein-abad,۱۳۸۷,۳,۱۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۵۰,chitgar-lake,۱۴۰۳,۱,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۱۵
۷۵,andisheh,۱۳۹۷,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۹۰,chitgar-lake,۱۴۰۱,۱,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۹ از ۲۸
۱۶۰,tehran-hosein-abad,۱۳۸۷,۳,۱۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷
۲۱۰,vanak,۱۳۹۷,۳,۳۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۵۲,beryanak,۱۳۸۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲
۶۳,abouzar,۱۳۹۵,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۱۰۵,chitgar,۱۴۰۳,۲,۴٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۵۷,bagh-feyz,۱۴۰۰,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۷۹,salamat,۱۳۷۴,۲,۲٬۶۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,زیرهمکف از ۳
۷۱,khani-abad-no,۱۳۹۳,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۱۰۶,yousef-abad,۱۳۸۵,۲,۱۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۹۷,saadat-abad,۱۳۸۳,۲,۱۰٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۲۲۴,vanak,۱۳۹۸,۳,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۷۵,andisheh,۱۳۹۷,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۰۵,chitgar,۱۴۰۳,۲,۴٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۱۴۵,baqerkhan,۱۳۹۸,۳,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۶۱,jeyhoun,۱۳۹۳,۱,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۶۵,west-tehranpars,۱۳۸۴,۱,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲
۱۵۲,beryanak,۱۳۸۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲
۱۰۵,chitgar,۱۴۰۳,۲,۴٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۶۳,abouzar,۱۳۹۵,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۱۲۲,pasdaran,۱۴۰۲,۲,۱۵٬۸۶۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۱۱
۱۰۰,east-tehranpars,۱۳۹۷,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۶۳,abouzar,۱۳۹۵,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۹۲,kooy-e-ferdos,۱۳۹۲,۲,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۵۰,bagh-khazaneh,۱۳۹۷,۱,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۱ از ۵
۶۷,beryanak,۱۳۹۷,۲,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۱۳۰,chitgar,۱۴۰۲,۳,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۱ از ۱۵
۹۵,niavaran,۱۳۹۹,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۶۸,kooye-e-hefdahom-e-shahrivar,۱۳۹۶,۲,۳٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲ از ۴
۹۵,niavaran,۱۳۹۹,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۴۵,bolursazi,۱۳۹۰,۱,۲٬۴۸۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۳
۱۰۵,chitgar,۱۴۰۳,۲,۴٬۳۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱۲
۱۶۰,heravi,۱۴۰۱,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۴۹,mina,۱۳۹۵,۱,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۷۵,andisheh,۱۳۹۷,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۵۵,molavi,۱۳۸۷,۱,۱٬۹۸۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲
۶۱,jeyhoun,۱۳۹۳,۱,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۷۱,khani-abad-no,۱۳۹۳,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
۵۰,dr-hoshyar,۱۳۹۲,۱,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۴
۸۴,chitgar,۱۴۰۲,۲,۵۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۷ از ۲۲
۶۸,kooye-e-hefdahom-e-shahrivar,۱۳۹۶,۲,۳٬۸۴۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲ از ۴
۵۸,andisheh,۱۳۹۷,۱,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۱۵۰,saadat-abad,۱۳۹۳,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۴۵,bolursazi,۱۳۹۰,۱,۲٬۴۸۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۳
۲۲۴,vanak,۱۳۹۸,۳,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۱۰۶,yousef-abad,۱۳۸۵,۲,۱۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۹۵,niavaran,۱۳۹۹,۲,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۸۸,yousef-abad,۱۳۹۵,۳,۳۶٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۴۹,mina,۱۳۹۵,۱,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,false,true,۲ از ۴
۲۲۴,vanak,۱۳۹۸,۳,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۵۰,majid-abad,۱۳۹۱,۱,۴٬۲۷۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
