meter,district,buildYear,rooms,price,elevator,space,parking,floor,averageDistrictValue
55,tolid-daroo,1389,1,2999000000,1,0,1,1,57236551.56871395
57,tolid-daroo,1384,1,2850000000,1,0,1,1,57236551.56871395
58,tolid-daroo,1383,2,2400000000,0,0,1,4,57236551.56871395
59,tolid-daroo,1381,1,2370000000,0,0,1,4,57236551.56871395
97,tolid-daroo,1393,2,5700000000,1,1,1,4,57236551.56871395
91,tolid-daroo,1395,2,6000000000,1,1,0,4,57236551.56871395
85,tolid-daroo,1395,2,5800000000,1,1,0,4,57236551.56871395
60,south-narmak,1392,2,4000000000,0,1,1,4,86291929.15320453
45,tolid-daroo,1384,1,2300000000,0,1,1,2,57236551.56871395
56,south-narmak,1389,1,5500000000,0,1,1,2,86291929.15320453
135,south-narmak,1402,3,14000000000,1,1,1,4,86291929.15320453
97,south-narmak,1403,2,11500000000,1,1,1,3,86291929.15320453
88,south-narmak,1399,2,8600000000,1,1,1,1,86291929.15320453
65,south-narmak,1380,2,4850000000,0,1,1,3,86291929.15320453
63,south-narmak,1390,2,4800000000,0,1,1,3,86291929.15320453
65,south-narmak,1396,2,5900000000,1,0,1,3,86291929.15320453
86,south-narmak,1388,2,7000000000,1,1,1,2,86291929.15320453
60,south-narmak,1394,2,5100000000,0,1,1,1,86291929.15320453
64,south-narmak,1387,1,4900000000,0,1,1,3,86291929.15320453
72,south-narmak,1371,3,5400000000,0,1,1,1,86291929.15320453
62,south-narmak,1395,1,5050000000,1,0,1,2,86291929.15320453
65,south-narmak,1390,2,6250000000,1,1,1,3,86291929.15320453
51,south-narmak,1397,1,4900000000,1,1,1,3,86291929.15320453
85,south-narmak,1400,2,8100000000,1,1,1,3,86291929.15320453
90,ozgol,1400,2,16200000000,1,1,1,4,154733816.2281239
145,ozgol,1383,3,16900000000,1,1,1,3,154733816.2281239
226,ozgol,1388,4,25500000000,1,1,1,5,154733816.2281239
57,south-narmak,1389,2,4500000000,0,1,1,3,86291929.15320453
65,ozgol,1385,1,8750000000,1,1,1,5,154733816.2281239
82,ozgol,1400,2,17000000000,1,1,1,9,154733816.2281239
68,ozgol,1388,2,10250000000,1,1,1,3,154733816.2281239
85,ozgol,1392,2,9900000000,1,0,1,2,154733816.2281239
120,ozgol,1396,2,17000000000,1,1,1,4,154733816.2281239
96,ozgol,1385,2,13000000000,1,1,1,12,154733816.2281239
120,ozgol,1390,3,15500000000,1,1,1,2,154733816.2281239
78,ozgol,1393,2,10300000000,1,1,1,3,154733816.2281239
115,ozgol,1382,2,12500000000,1,1,1,3,154733816.2281239
110,ozgol,1380,2,12700000000,1,1,1,4,154733816.2281239
78,ozgol,1391,2,11100000000,1,1,1,2,154733816.2281239
111,ozgol,1386,3,11500000000,1,1,1,7,154733816.2281239
75,ozgol,1386,2,8800000000,1,1,1,2,154733816.2281239
120,ozgol,1403,2,24000000000,1,1,1,3,154733816.2281239
110,ozgol,1396,2,16600000000,1,1,1,6,154733816.2281239
340,mahmoodiyeh,1401,4,110000000000,1,1,1,2,259072127.7079163
200,mahmoodiyeh,1395,3,50000000000,1,1,1,5,259072127.7079163
230,mahmoodiyeh,1385,4,38000000000,1,1,1,2,259072127.7079163
195,mahmoodiyeh,1389,3,35000000000,1,1,1,1,259072127.7079163
300,mahmoodiyeh,1402,3,109000000000,1,1,1,5,259072127.7079163
140,mahmoodiyeh,1387,3,25000000000,1,1,1,3,259072127.7079163
140,mahmoodiyeh,1402,3,42500000000,1,1,1,2,259072127.7079163
243,mahmoodiyeh,1395,3,58000000000,1,1,1,7,259072127.7079163
300,mahmoodiyeh,1389,4,51000000000,1,1,1,5,259072127.7079163
140,mahmoodiyeh,1402,3,43000000000,1,1,1,1,259072127.7079163
125,mahmoodiyeh,1403,2,44000000000,1,1,1,3,259072127.7079163
216,mahmoodiyeh,1381,3,33000000000,1,1,1,5,259072127.7079163
340,mahmoodiyeh,1396,3,136000000000,1,1,1,6,259072127.7079163
117,mahmoodiyeh,1403,2,40950000000,1,1,1,4,259072127.7079163
230,mahmoodiyeh,1400,3,64400000000,1,1,1,3,259072127.7079163
230,mahmoodiyeh,1390,3,48500000000,1,1,1,1,259072127.7079163
185,mahmoodiyeh,1382,3,46250000000,1,1,1,4,259072127.7079163
360,mahmoodiyeh,1403,4,95000000000,1,1,1,10,259072127.7079163
200,elahiyeh,1402,3,45000000000,1,1,1,2,262420655.39620164
155,elahiyeh,1400,3,38000000000,1,1,1,5,262420655.39620164
160,elahiyeh,1402,3,67200000000,1,1,1,9,262420655.39620164
200,elahiyeh,1403,3,40000000000,1,1,1,6,262420655.39620164
380,elahiyeh,1389,4,80000000000,1,1,1,4,262420655.39620164
235,elahiyeh,1403,3,94000000000,1,1,1,5,262420655.39620164
207,elahiyeh,1396,3,63000000000,1,1,1,14,262420655.39620164
240,elahiyeh,1392,3,76800000000,1,1,1,9,262420655.39620164
175,elahiyeh,1400,3,35000000000,1,1,1,3,262420655.39620164
125,elahiyeh,1387,2,33000000000,1,1,1,1,262420655.39620164
160,elahiyeh,1402,3,67000000000,1,1,1,6,262420655.39620164
47,aminhozour,1385,1,2200000000,0,1,1,2,61425675.36464864
86,aminhozour,1380,2,3400000000,0,1,1,3,61425675.36464864
40,aminhozour,1382,1,2300000000,0,1,1,1,61425675.36464864
48,aminhozour,1382,1,2300000000,0,0,1,2,61425675.36464864
61,aminhozour,1388,2,3000000000,0,0,1,0,61425675.36464864
58,aminhozour,1384,1,3120000000,1,0,0,1,61425675.36464864
40,aminhozour,1382,1,1960000000,0,1,1,2,61425675.36464864
71,aminhozour,1389,1,5000000000,1,1,1,2,61425675.36464864
197,elahiyeh,1396,3,36445000000,1,1,1,4,262420655.39620164
50,aminhozour,1385,1,3000000000,0,0,1,2,61425675.36464864
67,aminhozour,1386,1,4200000000,0,0,1,1,61425675.36464864
98,nezam-abad,1399,2,6850000000,1,1,1,4,56608658.26316777
67,nezam-abad,1388,2,3350000000,0,0,1,1,56608658.26316777
52,nezam-abad,1381,1,2590000000,0,0,1,4,56608658.26316777
50,nezam-abad,1391,1,2930000000,0,0,1,1,56608658.26316777
53,nezam-abad,1379,1,2950000000,0,0,1,2,56608658.26316777
57,nezam-abad,1390,1,3250000000,0,0,1,2,56608658.26316777
135,zafar,1373,3,16600000000,1,1,1,2,171432157.50738975
92,zafar,1388,2,12500000000,1,1,1,5,171432157.50738975
92,zafar,1370,2,10800000000,1,1,1,3,171432157.50738975
105,zafar,1370,2,18000000000,1,1,1,2,171432157.50738975
76,zafar,1403,1,20000000000,1,1,1,5,171432157.50738975
130,zafar,1402,2,26000000000,1,1,1,2,171432157.50738975
120,zafar,1400,3,21600000000,1,1,1,3,171432157.50738975
85,zafar,1383,2,9000000000,0,0,1,1,171432157.50738975
145,zafar,1403,3,30000000000,1,1,1,3,171432157.50738975
125,zafar,1387,3,17500000000,1,1,1,5,171432157.50738975
85,zafar,1402,2,16500000000,1,1,1,4,171432157.50738975
145,zafar,1402,2,28000000000,1,1,1,4,171432157.50738975
93,zafar,1403,2,14700000000,1,1,1,4,171432157.50738975
48,bolursazi,1374,1,1850000000,0,0,1,3,85679008.43980888
65,bolursazi,1397,2,3150000000,1,0,1,3,85679008.43980888
38,bolursazi,1399,1,2200000000,1,0,1,1,85679008.43980888
38,bolursazi,1396,1,2200000000,1,0,1,1,85679008.43980888
42,bolursazi,1387,1,2020000000,0,0,0,2,85679008.43980888
50,bolursazi,1401,1,3050000000,1,1,0,3,85679008.43980888
75,bolursazi,1402,2,4185000000,1,1,1,1,85679008.43980888
40,bolursazi,1396,1,2160000000,1,1,1,1,85679008.43980888
45,bolursazi,1390,1,2480000000,0,1,1,1,85679008.43980888
48,bolursazi,1400,1,3200000000,1,0,0,3,85679008.43980888
88,bolursazi,1400,2,4680000000,1,1,1,1,85679008.43980888
104,bolursazi,1402,3,5750000000,1,1,1,4,85679008.43980888
48,bolursazi,1377,1,1850000000,0,0,1,2,85679008.43980888
112,bolursazi,1396,2,6950000000,1,1,1,3,85679008.43980888
48,bolursazi,1391,1,2900000000,1,0,0,4,85679008.43980888
47,bolursazi,1388,1,2445000000,0,0,0,1,85679008.43980888
122,bolursazi,1402,3,7200000000,1,1,0,1,85679008.43980888
38,bolursazi,1396,1,1500000000,1,0,1,1,85679008.43980888
48,bolursazi,1376,1,1850000000,0,0,1,2,85679008.43980888
45,bolursazi,1389,1,2300000000,0,1,1,2,85679008.43980888
87,bolursazi,1403,2,50050000000,1,1,1,1,85679008.43980888
86,bolursazi,1387,2,3900000000,0,0,1,2,85679008.43980888
39,bolursazi,1397,1,2200000000,1,0,1,1,85679008.43980888
134,tehran-police,1401,3,12000000000,1,0,0,1,90770268.53776357
75,bolursazi,1392,2,4050000000,0,1,1,4,85679008.43980888
55,tehran-police,1380,1,3950000000,0,1,1,1,90770268.53776357
45,tehran-police,1378,1,2660000000,0,0,1,2,90770268.53776357
70,tehran-police,1403,2,7700000000,1,1,1,2,90770268.53776357
66,tehran-police,1383,2,4550000000,1,1,1,5,90770268.53776357
55,tehran-police,1380,1,3800000000,0,0,1,4,90770268.53776357
85,tehran-police,1389,2,9100000000,1,0,1,4,90770268.53776357
83,tehran-police,1370,2,10250000000,0,1,1,1,90770268.53776357
142,tehran-police,1402,3,11500000000,1,1,1,5,90770268.53776357
85,tehran-police,1390,2,8900000000,1,0,1,4,90770268.53776357
90,tehran-police,1384,2,7100000000,1,1,1,2,90770268.53776357
69,tehran-police,1378,2,6500000000,0,1,1,1,90770268.53776357
53,tehran-police,1378,1,4200000000,0,0,0,2,90770268.53776357
72,tehran-police,1383,3,7800000000,1,1,1,3,90770268.53776357
59,tehran-police,1388,2,6200000000,1,1,1,5,90770268.53776357
50,tehran-police,1380,1,3100000000,0,0,1,1,90770268.53776357
50,tehran-police,1383,1,4300000000,0,0,0,0,90770268.53776357
95,tehran-police,1402,2,10300000000,1,1,0,3,90770268.53776357
85,tehran-police,1403,2,11900000000,1,1,1,3,90770268.53776357
77,tehran-police,1378,2,5000000000,0,0,1,2,90770268.53776357
114,tehran-police,1402,2,8300000000,1,1,1,2,90770268.53776357
92,tehran-police,1402,2,6850000000,1,1,1,1,90770268.53776357
98,tehran-police,1402,2,7900000000,1,1,0,3,90770268.53776357
51,shabiri,1389,1,2800000000,1,1,1,3,56605754.90878585
46,shabiri,1396,1,2600000000,1,0,1,3,56605754.90878585
48,shabiri,1382,1,2350000000,0,0,1,2,56605754.90878585
60,shabiri,1385,1,2300000000,0,0,1,1,56605754.90878585
64,shabiri,1401,1,1111111111,1,0,1,3,56605754.90878585
75,shabiri,1389,2,3750000000,0,0,1,4,56605754.90878585
72,tehran-police,1392,2,7350000000,1,1,0,3,90770268.53776357
46,shabiri,1400,1,3050000000,1,1,1,3,56605754.90878585
52,shabiri,1397,1,3150000000,1,1,0,3,56605754.90878585
52,shabiri,1383,1,2500000000,0,0,1,1,56605754.90878585
40,shabiri,1388,1,2250000000,0,0,1,1,56605754.90878585
62,shabiri,1381,1,3300000,0,0,1,2,56605754.90878585
64,shabiri,1384,1,3250000000,0,0,1,1,56605754.90878585
54,shabiri,1390,1,3200000000,1,0,1,1,56605754.90878585
64,shabiri,1384,2,3100000000,0,1,1,4,56605754.90878585
67,shabiri,1401,2,3760000000,1,0,0,4,56605754.90878585
74,shabiri,1385,2,3750000000,0,0,1,4,56605754.90878585
59,shabiri,1395,1,3800000000,1,1,1,3,56605754.90878585
51,dolat-abad,1397,1,3100000000,1,1,1,3,50945270.06822859
62,shabiri,1395,1,4000000000,1,1,1,4,56605754.90878585
48,dolat-abad,1385,1,2370000000,0,1,0,2,50945270.06822859
110,dolat-abad,1402,2,450000000,1,1,1,2,50945270.06822859
51,shabiri,1388,1,2650000000,0,1,1,0,56605754.90878585
107,dolat-abad,1398,2,9309000000,1,1,1,6,50945270.06822859
186,dolat-abad,1399,3,11160000000,1,1,1,6,50945270.06822859
86,dolat-abad,1370,2,3750000000,0,0,0,4,50945270.06822859
70,dolat-abad,1403,2,4200000000,1,1,1,1,50945270.06822859
242,dolat-abad,1397,3,18392000000,1,1,1,10,50945270.06822859
75,dolat-abad,1387,1,4400000000,0,1,1,0,50945270.06822859
50,dolat-abad,1384,1,2000000000,1,0,0,9,50945270.06822859
63,dolat-abad,1385,2,2210000000,1,0,0,8,50945270.06822859
50,dolat-abad,1386,1,2120000000,1,1,1,0,50945270.06822859
105,dolat-abad,1401,2,5800000000,1,1,0,5,50945270.06822859
50,dolat-abad,1380,1,1800000000,1,1,1,2,50945270.06822859
103,dolat-abad,1399,2,5459000000,1,1,1,5,50945270.06822859
131,dolat-abad,1403,3,8515000000,1,1,0,4,50945270.06822859
41,dolat-abad,1386,1,2120000000,0,0,1,2,50945270.06822859
107,dolat-abad,1402,2,5199000000,1,1,1,1,50945270.06822859
99,dolat-abad,1383,2,5000000000,0,0,1,3,50945270.06822859
73,javadiyeh-tehran-pars,1399,1,3500000000,1,1,1,3,74813712.56603324
87,javadiyeh-tehran-pars,1403,2,2000000000,1,1,1,10,74813712.56603324
53,javadiyeh-tehran-pars,1388,1,3500000000,1,1,1,2,74813712.56603324
84,dolat-abad,1393,2,5100000000,1,1,1,1,50945270.06822859
98,javadiyeh-tehran-pars,1395,2,8500000000,1,1,1,6,74813712.56603324
68,javadiyeh-tehran-pars,1395,2,4100000000,1,1,1,4,74813712.56603324
55,javadiyeh-tehran-pars,1386,1,2880000000,0,0,1,4,74813712.56603324
60,javadiyeh-tehran-pars,1395,1,2100000000,0,0,1,0,74813712.56603324
44,javadiyeh-tehran-pars,1401,1,5200000000,1,1,1,5,74813712.56603324
87,javadiyeh-tehran-pars,1394,2,5150000000,1,0,1,2,74813712.56603324
85,javadiyeh-tehran-pars,1395,2,6400000000,1,1,1,4,74813712.56603324
59,javadiyeh-tehran-pars,1384,1,4000000000,0,0,1,1,74813712.56603324
70,javadiyeh-tehran-pars,1390,1,4500000000,1,1,1,3,74813712.56603324
100,javadiyeh-tehran-pars,1403,2,6700000000,1,1,1,3,74813712.56603324
57,javadiyeh-tehran-pars,1396,1,3300000000,1,0,1,3,74813712.56603324
50,javadiyeh-tehran-pars,1393,1,3850000000,1,1,1,2,74813712.56603324
222,jordan,1383,4,27900000000,1,1,1,5,140180397.73577863
71,javadiyeh-tehran-pars,1392,2,5670000000,1,1,1,2,74813712.56603324
211,jordan,1403,3,51000000000,1,1,1,4,140180397.73577863
100,jordan,1401,2,17000000000,1,1,1,2,140180397.73577863
197,jordan,1400,3,35700000126,1,1,1,2,140180397.73577863
61,jordan,1396,1,11000000000,1,1,1,3,140180397.73577863
130,jordan,1385,3,19300000000,1,1,1,3,140180397.73577863
160,jordan,1401,3,25000000000,1,1,1,2,140180397.73577863
87,jordan,1403,2,2480000000,1,1,1,8,140180397.73577863
100,jordan,1400,2,17900000000,1,1,1,3,140180397.73577863
112,jordan,1377,2,13900000000,0,1,1,1,140180397.73577863
197,jordan,1400,3,49250000000,1,1,1,3,140180397.73577863
250,jordan,1402,3,60000000000,1,1,1,5,140180397.73577863
185,jordan,1384,3,22700000000,1,1,1,1,140180397.73577863
210,jordan,1403,3,52500000000,1,1,1,3,140180397.73577863
220,jordan,1402,3,49000000000,1,1,1,4,140180397.73577863
60,jordan,1388,1,9000000000,1,1,1,1,140180397.73577863
90,jordan,1384,2,13000000000,1,1,1,2,140180397.73577863
125,jordan,1380,3,19000000000,1,1,1,4,140180397.73577863
150,jordan,1387,3,23000000000,1,1,1,1,140180397.73577863
100,jordan,1385,2,14900000000,1,1,1,5,140180397.73577863
311,jordan,1377,3,29700000026,1,1,1,3,140180397.73577863
102,jomhouri,1402,2,9500000000,1,1,1,1,72778265.27927497
258,jordan,1385,3,31000000000,1,1,1,3,140180397.73577863
132,jordan,1400,3,20899999999,1,1,1,3,140180397.73577863
34,jomhouri,1380,1,2900000000,0,0,0,0,72778265.27927497
62,jomhouri,1393,1,5000000000,1,1,1,1,72778265.27927497
64,jomhouri,1394,1,5050000000,1,1,1,2,72778265.27927497
75,jomhouri,1394,2,6300000000,1,1,1,2,72778265.27927497
104,jomhouri,1402,2,9000000000,1,1,1,1,72778265.27927497
39,jomhouri,1383,1,2500000000,0,0,1,3,72778265.27927497
105,jomhouri,1403,2,9000000000,1,1,1,1,72778265.27927497
138,jomhouri,1403,3,13400000000,1,1,1,4,72778265.27927497
48,jomhouri,1400,1,2400000000,1,1,1,1,72778265.27927497
53,jomhouri,1378,1,2900000000,0,0,1,4,72778265.27927497
61,jomhouri,1394,1,4900000000,1,1,1,1,72778265.27927497
81,jomhouri,1400,2,7600000000,1,1,0,3,72778265.27927497
108,jomhouri,1403,2,8500000000,1,1,1,1,72778265.27927497
45,jomhouri,1384,1,3300000000,0,1,1,0,72778265.27927497
67,shahin,1396,1,8400000000,1,1,1,4,103057159.06529608
78,jomhouri,1383,2,5350000000,1,1,1,3,72778265.27927497
130,shahin,1402,3,16500000000,1,1,1,1,103057159.06529608
76,shahin,1394,2,9400000000,1,1,1,3,103057159.06529608
70,shahin,1390,2,7500000000,1,1,1,3,103057159.06529608
115,shahin,1387,2,11900000000,1,1,1,4,103057159.06529608
120,shahin,1384,3,10900000000,1,1,1,0,103057159.06529608
125,shahin,1403,2,16000000000,1,1,1,4,103057159.06529608
155,shahin,1403,3,19950000000,1,1,1,1,103057159.06529608
115,shahin,1403,2,14300000000,1,1,1,4,103057159.06529608
110,shahin,1395,2,12200000000,1,1,1,2,103057159.06529608
78,shahin,1391,2,9400000000,1,1,1,3,103057159.06529608
78,shahin,1382,2,7500000000,1,1,1,1,103057159.06529608
112,shahin,1388,2,10700000000,1,1,1,5,103057159.06529608
80,shahin,1395,2,9800000000,1,1,1,4,103057159.06529608
113,shahin,1393,2,13250000000,1,1,1,1,103057159.06529608
50,shahin,1380,1,5600000000,1,1,1,1,103057159.06529608
180,hekmat,1399,3,35500000000,1,1,1,4,157042968.70223176
129,hekmat,1402,2,25800000000,1,1,1,3,157042968.70223176
124,shahin,1403,2,16150000000,1,1,1,2,103057159.06529608
83,shahin,1386,2,7000000000,0,1,1,0,103057159.06529608
90,hekmat,1394,2,17500000000,1,1,1,2,157042968.70223176
200,hekmat,1403,3,40000000000,1,1,1,6,157042968.70223176
73,hekmat,1401,1,16100000000,1,1,1,3,157042968.70223176
75,hekmat,1401,2,12000000000,1,1,1,3,157042968.70223176
150,hekmat,1394,3,27300000000,1,1,1,4,157042968.70223176
128,hekmat,1403,2,26800000000,1,1,1,5,157042968.70223176
136,hekmat,1403,3,31500000000,1,1,1,5,157042968.70223176
90,hekmat,1395,2,14500000000,1,1,1,1,157042968.70223176
162,hekmat,1401,3,32400000000,1,1,1,1,157042968.70223176
99,hekmat,1373,2,13000000000,0,1,1,1,157042968.70223176
110,hekmat,1384,2,13900000000,1,1,1,2,157042968.70223176
185,hekmat,1387,3,27000000000,1,1,1,6,157042968.70223176
240,hekmat,1403,3,56400000000,1,1,1,3,157042968.70223176
85,hekmat,1388,2,12000000000,1,1,1,2,157042968.70223176
202,hekmat,1380,3,40000000000,1,1,1,9,157042968.70223176
107,hekmat,1402,2,17850000000,1,1,1,3,157042968.70223176
96,taslihat,1393,2,8700000000,1,1,1,3,80353810.32067186
38,taslihat,1381,1,2550000000,0,0,1,3,80353810.32067186
51,taslihat,1392,1,3450000000,1,1,1,5,80353810.32067186
48,taslihat,1394,1,3000000000,0,0,1,1,80353810.32067186
43,taslihat,1391,1,2900000000,0,0,1,4,80353810.32067186
64,taslihat,1384,1,4160000000,0,1,1,3,80353810.32067186
130,hekmat,1402,2,20000000000,1,1,1,4,157042968.70223176
56,taslihat,1392,1,3550000000,0,1,1,3,80353810.32067186
78,taslihat,1394,2,5600000000,1,1,1,4,80353810.32067186
81,taslihat,1395,2,5600000000,1,1,1,4,80353810.32067186
76,taslihat,1389,2,4498000000,0,1,1,4,80353810.32067186
50,taslihat,1384,1,3550000000,0,1,1,3,80353810.32067186
44,taslihat,1396,1,2950000000,0,0,1,1,80353810.32067186
52,taslihat,1390,1,3299999000,0,1,1,4,80353810.32067186
98,taslihat,1403,2,6000000000,1,1,1,6,80353810.32067186
63,taslihat,1397,1,4500000000,1,0,1,2,80353810.32067186
61,taslihat,1393,2,4100000000,0,1,1,4,80353810.32067186
53,taslihat,1402,1,4800000000,1,1,1,4,80353810.32067186
67,taslihat,1379,2,2950000000,0,0,1,0,80353810.32067186
70,nemat-abad,1394,1,2800000000,1,1,1,5,27940633.42626798
55,taslihat,1394,1,4200000000,1,1,1,3,80353810.32067186
75,nemat-abad,1393,1,3400000000,1,0,1,1,27940633.42626798
49,taslihat,1393,1,4750000000,1,1,1,1,80353810.32067186
54,taslihat,1400,1,4200000000,1,1,1,1,80353810.32067186
60,nemat-abad,1394,1,2200000000,1,0,0,4,27940633.42626798
80,nemat-abad,1402,2,2470000000,1,0,1,2,27940633.42626798
87,nemat-abad,1401,2,111111,1,1,1,5,27940633.42626798
52,nemat-abad,1403,1,1300000000,0,0,1,3,27940633.42626798
92,nemat-abad,1403,2,3100000000,1,0,0,4,27940633.42626798
64,nemat-abad,1397,2,3500000000,0,1,1,2,27940633.42626798
100,nemat-abad,1401,2,2000000000,0,0,0,2,27940633.42626798
70,nemat-abad,1374,1,2100000000,0,0,0,1,27940633.42626798
60,nemat-abad,1393,1,2100000000,0,0,0,2,27940633.42626798
116,nemat-abad,1393,2,2668000000,0,0,0,3,27940633.42626798
80,nemat-abad,1395,1,1450000000,0,0,0,1,27940633.42626798
130,nemat-abad,1403,2,4500000000,1,1,1,5,27940633.42626798
108,nemat-abad,1403,2,4000000000,1,1,1,5,27940633.42626798
104,nemat-abad,1403,2,3120000000,1,0,0,5,27940633.42626798
82,nemat-abad,1394,2,3100000000,1,1,1,4,27940633.42626798
80,nemat-abad,1397,2,1700000000,0,0,0,2,27940633.42626798
185,moniriyeh,1399,3,23000000000,1,1,1,2,87562534.13918385
80,moniriyeh,1388,2,5300000000,1,1,1,2,87562534.13918385
47,moniriyeh,1390,1,3150000000,1,0,0,1,87562534.13918385
90,hekmat,1390,2,13500000000,1,1,1,1,157042968.70223176
99,moniriyeh,1398,2,8850000000,1,1,1,3,87562534.13918385
60,moniriyeh,1384,1,4750000000,0,1,1,2,87562534.13918385
63,moniriyeh,1390,2,5500000000,0,1,1,3,87562534.13918385
95,moniriyeh,1402,2,9300000000,1,1,1,3,87562534.13918385
88,moniriyeh,1392,2,7000000000,1,1,1,3,87562534.13918385
150,moniriyeh,1385,3,14000000000,1,1,1,3,87562534.13918385
50,moniriyeh,1390,1,3600000000,0,0,1,1,87562534.13918385
63,moniriyeh,1380,2,3230000000,0,0,1,2,87562534.13918385
80,moniriyeh,1401,2,6900000000,1,1,1,2,87562534.13918385
90,moniriyeh,1391,2,9000000000,1,1,1,2,87562534.13918385
47,moniriyeh,1395,1,4230000000,1,1,1,1,87562534.13918385
165,moniriyeh,1401,3,14690000000,1,1,1,4,87562534.13918385
76,moniriyeh,1387,2,5300000000,1,1,1,4,87562534.13918385
82,moniriyeh,1403,2,7800000000,1,1,1,1,87562534.13918385
71,moniriyeh,1383,2,4550000000,0,0,1,3,87562534.13918385
96,kan,1388,2,7000000000,0,0,0,3,116566867.14721334
55,kan,1384,1,5400000000,0,1,1,1,116566867.14721334
110,kan,1402,2,5500000000,1,1,1,2,116566867.14721334
92,moniriyeh,1401,2,9150000000,1,1,1,1,87562534.13918385
107,kan,1403,2,13910000000,1,1,1,4,116566867.14721334
67,kan,1384,2,4700000000,0,1,1,3,116566867.14721334
92,kan,1396,2,7500000000,1,1,1,1,116566867.14721334
63,kan,1403,1,8190000000,1,1,1,2,116566867.14721334
55,kan,1375,1,2200000000,0,0,0,0,116566867.14721334
67,kan,1403,1,8710000000,1,1,1,4,116566867.14721334
83,kan,1383,2,4400000000,0,0,0,1,116566867.14721334
55,kan,1388,1,5900000000,1,1,1,1,116566867.14721334
95,kan,1398,2,9200000000,1,1,0,2,116566867.14721334
100,kan,1400,2,6500000000,1,1,1,4,116566867.14721334
111,kan,1396,2,7000000000,1,1,1,1,116566867.14721334
107,kan,1403,2,13910000000,1,1,1,2,116566867.14721334
127,kan,1403,2,16510000000,1,1,1,2,116566867.14721334
68,saheb-al-zaman,1392,2,4080000000,1,1,1,1,62522422.197742715
85,saheb-al-zaman,1402,2,7000000000,1,1,0,2,62522422.197742715
45,kan,1392,1,5300000000,0,1,1,3,116566867.14721334
38,saheb-al-zaman,1383,1,2800000000,0,0,1,1,62522422.197742715
78,saheb-al-zaman,1371,1,5300000000,0,1,1,1,62522422.197742715
64,saheb-al-zaman,1393,1,4200000000,1,0,1,5,62522422.197742715
68,saheb-al-zaman,1384,1,4100000000,1,0,1,3,62522422.197742715
47,saheb-al-zaman,1395,1,2680000000,0,0,1,2,62522422.197742715
94,saheb-al-zaman,1398,2,6300000000,1,1,0,4,62522422.197742715
54,saheb-al-zaman,1390,1,3000000000,0,0,1,2,62522422.197742715
100,saheb-al-zaman,1386,2,6000000000,0,1,0,0,62522422.197742715
87,saheb-al-zaman,1403,2,2200000000,1,1,1,13,62522422.197742715
41,saheb-al-zaman,1382,1,2180000000,0,0,1,4,62522422.197742715
53,saheb-al-zaman,1382,2,2700000000,0,0,1,3,62522422.197742715
65,saheb-al-zaman,1392,1,3600000000,1,1,1,5,62522422.197742715
45,saheb-al-zaman,1383,1,2610000000,0,0,1,3,62522422.197742715
55,saheb-al-zaman,1380,1,3190000000,0,0,0,4,62522422.197742715
69,saheb-al-zaman,1385,1,3580000000,1,1,1,4,62522422.197742715
60,saheb-al-zaman,1370,2,8500000000,0,0,1,3,62522422.197742715
103,saheb-al-zaman,1395,2,7000000000,1,1,1,4,62522422.197742715
170,dezashib,1388,3,27300000000,1,1,1,7,208212716.64962292
150,dezashib,1403,2,60000000000,1,1,1,2,208212716.64962292
50,saheb-al-zaman,1383,1,2750000000,1,0,1,2,62522422.197742715
129,saheb-al-zaman,1403,3,9975000000,1,1,1,3,62522422.197742715
64,saheb-al-zaman,1392,1,3900000000,1,0,1,4,62522422.197742715
170,dezashib,1400,3,34000000000,1,1,1,3,208212716.64962292
170,dezashib,1380,3,48000000000,0,1,1,3,208212716.64962292
31,dezashib,1380,1,5950000000,0,0,1,3,208212716.64962292
190,dezashib,1386,3,40500000000,1,1,1,3,208212716.64962292
115,dezashib,1401,2,29000000000,1,1,1,2,208212716.64962292
50,saheb-al-zaman,1394,1,2900000000,0,0,1,4,62522422.197742715
66,dezashib,1385,1,8500000000,1,1,1,4,208212716.64962292
110,dezashib,1402,2,17500000000,1,1,1,1,208212716.64962292
220,dezashib,1397,3,54500000000,1,1,1,9,208212716.64962292
75,dezashib,1395,1,12750000000,1,1,1,4,208212716.64962292
84,dezashib,1391,2,11500000000,1,1,1,4,208212716.64962292
250,dezashib,1383,4,45000000000,1,1,1,7,208212716.64962292
110,dezashib,1402,2,31000000000,1,1,1,5,208212716.64962292
157,dezashib,1395,3,28000000000,1,1,1,3,208212716.64962292
90,araj,1387,2,12000000000,1,1,1,4,149025823.64688092
220,dezashib,1403,3,69000000000,1,1,1,1,208212716.64962292
115,dezashib,1398,2,21000000000,1,1,1,5,208212716.64962292
153,dezashib,1388,3,30000000000,1,1,1,2,208212716.64962292
104,araj,1397,2,18200000000,1,1,1,2,149025823.64688092
143,araj,1402,3,28600000000,1,1,1,4,149025823.64688092
191,araj,1401,3,30560000000,1,1,1,3,149025823.64688092
54,araj,1389,1,7200000000,0,1,1,2,149025823.64688092
80,araj,1394,2,13000000000,1,1,1,2,149025823.64688092
95,araj,1396,2,14750000000,1,1,1,1,149025823.64688092
110,araj,1375,2,12000000000,0,1,1,1,149025823.64688092
82,araj,1397,2,12400000000,1,1,1,4,149025823.64688092
