meter,district,buildYear,rooms,price,elevator,space,parking,floor,averageDistrictValue
120,azari,1395,2,5640000000,1,1,0,5,53989204.82995419
100,azari,1402,2,5300000000,1,1,0,2,53989204.82995419
148,azari,1403,3,7680000000,1,1,1,2,53989204.82995419
50,azari,1380,2,2300000000,0,0,1,0,53989204.82995419
62,azari,1383,2,2720000000,0,0,1,2,53989204.82995419
44,azari,1385,1,2190000000,0,1,1,2,53989204.82995419
128,azari,1400,2,7000000000,1,1,1,1,53989204.82995419
41,azari,1385,1,2100000000,0,0,1,0,53989204.82995419
44,azari,1379,1,2100000000,0,0,0,2,53989204.82995419
33,azari,1380,1,1650000000,0,0,1,0,53989204.82995419
42,azari,1390,1,2350000000,0,0,1,1,53989204.82995419
78,azari,1394,2,4300000000,1,1,1,1,53989204.82995419
110,hakimiyeh,1403,2,450000000,1,1,0,3,101123570.2786622
66,hakimiyeh,1401,2,450000000,1,1,1,4,101123570.2786622
110,hakimiyeh,1378,2,7900000000,0,0,1,2,101123570.2786622
83,hakimiyeh,1397,2,7700000000,1,1,1,1,101123570.2786622
66,hakimiyeh,1401,2,450000000,1,1,0,5,101123570.2786622
66,hakimiyeh,1400,2,450000000,1,1,0,4,101123570.2786622
66,hakimiyeh,1402,2,450000000,1,1,1,4,101123570.2786622
107,hakimiyeh,1403,2,11800000000,1,1,1,4,101123570.2786622
87,hakimiyeh,1396,2,8300000000,1,1,0,3,101123570.2786622
85,hakimiyeh,1398,2,7200000000,1,1,1,3,101123570.2786622
127,hakimiyeh,1403,3,17000000000,1,1,1,4,101123570.2786622
140,hakimiyeh,1403,3,12600000000,1,1,1,3,101123570.2786622
106,hakimiyeh,1396,2,9000000000,1,1,1,5,101123570.2786622
120,hakimiyeh,1403,3,15000000000,1,1,1,2,101123570.2786622
96,hakimiyeh,1397,2,8260000000,1,1,1,5,101123570.2786622
125,hakimiyeh,1402,3,13125000000,1,1,1,5,101123570.2786622
59,sadeghiyeh,1399,1,7750000000,1,1,1,4,91751100.72556612
62,sadeghiyeh,1399,2,3000000000,1,1,1,2,91751100.72556612
114,sadeghiyeh,1389,3,12200000000,1,1,1,4,91751100.72556612
115,sadeghiyeh,1400,2,0,1,1,1,4,91751100.72556612
117,sadeghiyeh,1395,3,14000000000,1,1,1,5,91751100.72556612
71,sadeghiyeh,1383,2,6800000000,0,1,1,2,91751100.72556612
118,sadeghiyeh,1403,3,14200000000,1,1,1,3,91751100.72556612
76,sadeghiyeh,1393,2,7800000000,1,1,1,1,91751100.72556612
87,sadeghiyeh,1379,2,7600000000,0,1,1,0,91751100.72556612
78,sadeghiyeh,1387,2,7300000000,1,1,1,3,91751100.72556612
69,sadeghiyeh,1377,1,5900000000,0,1,1,1,91751100.72556612
110,sadeghiyeh,1380,3,7900000000,0,1,1,3,91751100.72556612
65,sadeghiyeh,1382,1,4900000000,0,1,1,2,91751100.72556612
70,sadeghiyeh,1380,2,6990000000,1,1,1,5,91751100.72556612
63,sadeghiyeh,1385,1,5950000000,1,1,1,3,91751100.72556612
150,behjat-abad,1373,3,15000000000,0,1,1,3,104860396.643085
130,behjat-abad,1370,3,10700000000,0,1,1,2,104860396.643085
70,behjat-abad,1403,2,10850000000,1,1,1,4,104860396.643085
90,behjat-abad,1403,2,14400000000,1,1,1,4,104860396.643085
240,behjat-abad,1370,3,17950000000,1,1,1,3,104860396.643085
100,behjat-abad,1392,2,11600000000,1,1,1,5,104860396.643085
127,behjat-abad,1371,3,10700000000,0,1,1,2,104860396.643085
60,behjat-abad,1383,1,7000000000,1,1,1,1,104860396.643085
106,behjat-abad,1370,2,11766000000,1,1,1,7,104860396.643085
70,behjat-abad,1403,2,10850000000,1,1,1,1,104860396.643085
110,behjat-abad,1379,3,8500000000,0,1,1,3,104860396.643085
86,behjat-abad,1378,2,7200000000,0,1,1,3,104860396.643085
90,behjat-abad,1390,2,8550000000,1,1,1,3,104860396.643085
149,behjat-abad,1400,3,18625000000,1,1,1,1,104860396.643085
76,behjat-abad,1400,1,9500000000,1,1,1,5,104860396.643085
110,behjat-abad,1395,3,12950000000,1,1,1,1,104860396.643085
86,east-shareq,1402,2,6150000000,1,1,1,5,55215863.297574356
62,east-shareq,1389,2,3680000000,0,1,1,3,55215863.297574356
96,east-shareq,1400,2,6300000000,1,1,1,1,55215863.297574356
52,east-shareq,1391,1,3750000000,0,1,1,2,55215863.297574356
48,east-shareq,1395,1,3050000000,1,0,1,4,55215863.297574356
63,east-shareq,1397,1,4360000000,1,1,1,3,55215863.297574356
42,east-shareq,1382,1,2520000000,0,0,0,3,55215863.297574356
58,east-shareq,1401,1,4060000000,1,0,1,1,55215863.297574356
43,east-shareq,1399,1,3600000000,1,1,0,5,55215863.297574356
51,behjat-abad,1375,1,4700000000,0,0,1,3,104860396.643085
78,east-shareq,1401,2,5540000000,1,1,1,2,55215863.297574356
80,east-shareq,1402,2,5400000000,1,1,1,1,55215863.297574356
68,east-shareq,1397,2,5500000000,1,1,1,3,55215863.297574356
56,east-shareq,1395,1,3500000000,1,0,0,1,55215863.297574356
92,east-shareq,1403,2,6450000000,1,1,0,2,55215863.297574356
83,east-shareq,1403,2,5893000000,1,0,1,2,55215863.297574356
39,tehran-lashkar,1394,1,3000000000,0,1,1,1,76923076.92307693
71,east-shareq,1373,2,2850000000,0,0,1,0,55215863.297574356
110,pasdaran,1401,2,14300000000,1,1,1,3,159579332.70877138
187,pasdaran,1403,3,23289000000,1,1,1,11,159579332.70877138
230,pasdaran,1401,3,55000000000,1,1,1,4,159579332.70877138
180,pasdaran,1396,3,34000000000,1,1,1,4,159579332.70877138
210,pasdaran,1395,3,36000000000,1,1,1,4,159579332.70877138
140,pasdaran,1385,3,23000000000,1,1,1,3,159579332.70877138
160,pasdaran,1400,3,31000000000,1,1,1,2,159579332.70877138
90,pasdaran,1382,2,13350000000,1,1,1,2,159579332.70877138
260,pasdaran,1403,3,66000000000,1,1,1,5,159579332.70877138
122,pasdaran,1382,3,16399000000,1,1,1,2,159579332.70877138
80,pasdaran,1395,2,111111111111,1,1,1,1,159579332.70877138
100,pasdaran,1370,2,9800000000,0,1,1,2,159579332.70877138
270,pasdaran,1403,3,65000000000,1,1,1,2,159579332.70877138
120,pasdaran,1397,2,24360000000,1,1,1,4,159579332.70877138
120,pasdaran,1383,2,14200000000,1,1,1,5,159579332.70877138
185,pasdaran,1388,3,33300000000,1,1,1,4,159579332.70877138
100,pasdaran,1401,2,8800000000,1,1,1,5,159579332.70877138
98,pasdaran,1382,2,12500000000,1,0,1,1,159579332.70877138
195,pasdaran,1403,3,48000000000,1,1,1,2,159579332.70877138
105,south-shahran,1403,2,450000000,1,1,0,3,98080775.8231746
62,south-shahran,1386,1,5500000000,1,1,1,2,98080775.8231746
102,south-shahran,1397,2,10410000000,1,1,1,4,98080775.8231746
168,pasdaran,1385,3,21800000000,1,1,1,3,159579332.70877138
50,south-shahran,1385,1,5100000000,1,1,1,3,98080775.8231746
125,south-shahran,1403,2,12000000000,1,1,1,4,98080775.8231746
75,south-shahran,1387,2,7500000000,1,1,1,3,98080775.8231746
112,south-shahran,1392,3,11980000000,1,1,1,3,98080775.8231746
88,south-shahran,1384,2,8000000000,1,1,1,3,98080775.8231746
103,south-shahran,1399,2,12200000000,1,1,1,5,98080775.8231746
56,south-shahran,1389,1,5900000000,1,1,1,3,98080775.8231746
59,south-shahran,1393,1,7200000000,1,1,1,4,98080775.8231746
101,south-shahran,1396,2,10500000000,1,1,1,4,98080775.8231746
75,south-shahran,1386,2,5500000000,0,1,1,4,98080775.8231746
83,south-shahran,1383,2,7700000000,1,1,1,2,98080775.8231746
60,south-shahran,1401,1,7000000000,1,1,1,4,98080775.8231746
68,south-shahran,1398,1,6790000000,1,1,1,4,98080775.8231746
60,south-shahran,1386,1,6000000000,1,1,1,3,98080775.8231746
55,south-shahran,1387,1,5500000000,1,1,1,4,98080775.8231746
60,south-shahran,1386,1,4800000000,1,1,1,1,98080775.8231746
50,south-shahran,1387,1,5000000000,1,1,1,2,98080775.8231746
178,kamraniyeh,1395,3,30000000000,1,1,1,5,283821226.01040834
226,kamraniyeh,1388,3,42000000000,1,1,1,6,283821226.01040834
230,kamraniyeh,1388,3,37000000000,1,1,1,4,283821226.01040834
248,kamraniyeh,1401,3,80000000000,1,1,1,1,283821226.01040834
260,kamraniyeh,1400,3,65000000000,1,1,1,2,283821226.01040834
210,kamraniyeh,1396,3,52000000000,1,1,1,2,283821226.01040834
300,kamraniyeh,1388,3,60000000000,1,1,1,0,283821226.01040834
300,kamraniyeh,1402,3,110000000000,1,1,1,1,283821226.01040834
154,kamraniyeh,1382,3,21600000000,1,1,1,2,283821226.01040834
300,kamraniyeh,1385,4,111111,1,1,1,3,283821226.01040834
340,kamraniyeh,1402,3,185000000000,1,1,1,14,283821226.01040834
150,kamraniyeh,1395,3,33000000000,1,1,1,3,283821226.01040834
100,kamraniyeh,1390,2,19200000000,1,1,1,2,283821226.01040834
220,kamraniyeh,1399,3,60000000000,1,1,1,2,283821226.01040834
230,kamraniyeh,1400,3,65000000000,1,1,1,6,283821226.01040834
97,south-shahran,1397,2,9800000000,1,1,1,11,98080775.8231746
240,kamraniyeh,1403,3,72000000000,1,1,1,2,283821226.01040834
135,saeed-abad,1402,3,4000000000,1,1,1,6,26677878.54230184
95,saeed-abad,1397,3,3087000000,1,1,0,3,26677878.54230184
85,saeed-abad,1400,2,3060000000,1,0,1,2,26677878.54230184
95,saeed-abad,1400,2,2755000000,1,1,1,4,26677878.54230184
85,saeed-abad,1402,2,1250000000,1,1,1,4,26677878.54230184
80,saeed-abad,1403,2,1300000000,1,1,1,5,26677878.54230184
90,saeed-abad,1400,2,2200000000,1,0,1,2,26677878.54230184
102,saeed-abad,1401,2,3264000000,0,0,1,3,26677878.54230184
125,saeed-abad,1401,2,3750000000,1,0,1,1,26677878.54230184
95,saeed-abad,1402,2,3230000000,1,1,1,1,26677878.54230184
79,saeed-abad,1402,2,2550000000,1,1,1,4,26677878.54230184
80,saeed-abad,1403,2,1280000000,1,1,1,5,26677878.54230184
95,saeed-abad,1402,2,2850000000,1,1,1,4,26677878.54230184
135,saeed-abad,1402,2,4725000000,1,1,1,3,26677878.54230184
85,saeed-abad,1402,2,2975000000,1,1,1,5,26677878.54230184
81,saeed-abad,1402,2,1650000000,1,1,1,4,26677878.54230184
155,darya,1388,3,20258000000,1,1,1,2,200857464.04335672
130,darya,1403,3,26000000000,1,1,1,10,200857464.04335672
155,darya,1401,3,39880000000,1,1,1,3,200857464.04335672
101,darya,1386,2,16500000000,1,1,1,2,200857464.04335672
155,darya,1387,3,20500000000,1,1,1,2,200857464.04335672
111,darya,1385,2,17000000000,1,1,1,5,200857464.04335672
98,darya,1385,2,13500000000,1,0,1,5,200857464.04335672
117,darya,1385,2,15500000000,1,1,1,1,200857464.04335672
84,darya,1384,2,11800000000,1,1,1,3,200857464.04335672
148,darya,1400,3,31215000000,1,1,1,3,200857464.04335672
44,javadiyeh,1395,1,2300000000,1,0,0,2,53830061.71093148
60,javadiyeh,1395,2,3240000000,1,1,1,3,53830061.71093148
80,javadiyeh,1389,2,3560000000,1,1,1,2,53830061.71093148
126,darya,1400,3,28500000000,1,1,1,4,200857464.04335672
105,javadiyeh,1403,2,450000000,1,1,0,3,53830061.71093148
98,javadiyeh,1396,2,4850000000,1,1,1,2,53830061.71093148
46,javadiyeh,1378,1,2070000000,0,0,0,1,53830061.71093148
58,javadiyeh,1403,1,3080000000,1,1,1,5,53830061.71093148
50,javadiyeh,1396,1,1800000000,1,0,1,2,53830061.71093148
50,javadiyeh,1396,1,2200000000,1,0,1,2,53830061.71093148
78,javadiyeh,1403,2,3800000000,1,1,1,3,53830061.71093148
72,javadiyeh,1395,2,3700000000,1,1,1,4,53830061.71093148
62,javadiyeh,1392,1,3075000000,1,1,1,3,53830061.71093148
70,javadiyeh,1397,2,4100000000,1,1,1,1,53830061.71093148
96,bahar,1387,2,9800000000,1,1,1,2,95333751.11235045
120,bahar,1401,2,13800000000,1,1,0,5,95333751.11235045
92,bahar,1394,2,8150000000,1,1,1,4,95333751.11235045
220,bahar,1371,3,17400000000,0,1,1,1,95333751.11235045
55,bahar,1395,1,6590000000,1,1,0,3,95333751.11235045
106,bahar,1403,2,13000000000,1,1,1,2,95333751.11235045
106,bahar,1403,2,11000000000,1,1,1,5,95333751.11235045
92,bahar,1386,2,8350000000,1,1,1,3,95333751.11235045
67,bahar,1383,2,6500000000,1,1,1,3,95333751.11235045
100,bahar,1387,2,8800000000,1,1,1,3,95333751.11235045
53,bahar,1380,1,4800000000,1,1,1,1,95333751.11235045
100,bahar,1391,3,8200000000,1,1,1,4,95333751.11235045
93,bahar,1392,2,8000000000,1,1,1,4,95333751.11235045
54,bahar,1374,1,4700000000,0,0,0,0,95333751.11235045
80,bahar,1384,2,6500000000,1,1,1,4,95333751.11235045
70,bahar,1402,2,8395000000,1,1,1,2,95333751.11235045
77,bahar,1391,2,6600000000,0,0,0,3,95333751.11235045
125,bahar,1401,3,16200000000,1,1,1,3,95333751.11235045
95,bahar,1373,2,7500000000,0,0,1,0,95333751.11235045
112,shirazi,1399,2,16400000000,1,1,1,4,117443375.66208497
42,shirazi,1387,0,17400000000,1,1,1,14,117443375.66208497
214,shirazi,1384,3,34500000000,1,1,1,3,117443375.66208497
100,shirazi,1403,3,250000000,1,1,1,11,117443375.66208497
170,shirazi,1388,3,24650000000,1,1,1,4,117443375.66208497
175,shirazi,1370,3,15000000000,0,1,1,3,117443375.66208497
61,shirazi,1378,1,7800000000,0,0,1,0,117443375.66208497
150,mirdamad,1402,3,30000000000,1,1,1,4,183939065.9352025
175,mirdamad,1403,3,42000000000,1,1,1,4,183939065.9352025
144,mirdamad,1403,3,25252525252,1,1,1,4,183939065.9352025
85,mirdamad,1387,2,11900000000,1,1,1,3,183939065.9352025
120,mirdamad,1401,2,22000000000,1,1,1,3,183939065.9352025
150,mirdamad,1389,3,22500000000,1,1,1,3,183939065.9352025
148,mirdamad,1403,3,25500000000,1,1,1,1,183939065.9352025
155,mirdamad,1397,3,27125000000,1,1,1,2,183939065.9352025
100,mirdamad,1402,2,21000000000,1,1,1,3,183939065.9352025
110,mirdamad,1403,2,21500000000,1,1,1,2,183939065.9352025
90,mirdamad,1396,2,14500000000,1,1,1,3,183939065.9352025
110,mirdamad,1403,2,22300000000,1,1,1,3,183939065.9352025
90,mirdamad,1375,2,11440000000,0,1,1,3,183939065.9352025
145,mirdamad,1403,3,31000000000,1,1,1,1,183939065.9352025
152,mirdamad,1380,3,19700000000,1,1,1,2,183939065.9352025
80,tarasht,1386,2,6850000000,1,1,0,2,101769474.92246222
140,tarasht,1402,3,14300000000,1,1,1,3,101769474.92246222
110,tarasht,1394,3,12500000000,1,1,1,1,101769474.92246222
82,tarasht,1403,2,6997000000,1,1,1,1,101769474.92246222
19,tarasht,1378,0,1600000000,0,0,1,0,101769474.92246222
140,tarasht,1403,3,14600000000,1,1,1,3,101769474.92246222
100,mirdamad,1401,2,21000000000,1,1,1,3,183939065.9352025
70,tarasht,1388,2,6500000000,1,1,1,2,101769474.92246222
65,tarasht,1385,1,5650000000,1,1,1,3,101769474.92246222
80,tarasht,1384,2,6450000000,1,1,1,4,101769474.92246222
112,tarasht,1402,2,12600000000,1,1,1,5,101769474.92246222
400,darrous,1386,4,64000000000,1,1,1,4,189664574.25856227
150,darrous,1393,3,26500000000,1,1,1,3,189664574.25856227
68,tarasht,1401,2,7100000000,1,1,1,1,101769474.92246222
390,darrous,1402,4,114000000000,1,1,1,12,189664574.25856227
270,darrous,1382,4,45000000000,1,1,1,3,189664574.25856227
106,darrous,1398,2,17200000000,1,1,1,2,189664574.25856227
230,darrous,1403,3,80500000000,1,1,1,3,189664574.25856227
150,darrous,1394,3,23500000000,1,1,1,2,189664574.25856227
210,darrous,1399,3,38500000000,1,1,1,9,189664574.25856227
148,darrous,1394,3,25000000000,1,1,1,2,189664574.25856227
300,darrous,1393,4,70000000000,1,1,1,2,189664574.25856227
235,darrous,1403,3,75200000000,1,1,1,4,189664574.25856227
200,darrous,1390,3,33000000000,1,1,1,4,189664574.25856227
280,darrous,1398,4,75600000000,1,1,1,3,189664574.25856227
300,darrous,1397,4,74500000000,1,1,1,3,189664574.25856227
169,darrous,1388,3,31000000000,1,1,1,4,189664574.25856227
94,darrous,1393,2,16700000000,1,1,1,1,189664574.25856227
70,darrous,1400,1,14000000000,1,1,1,3,189664574.25856227
200,darrous,1383,3,30000000000,1,1,1,5,189664574.25856227
122,darrous,1403,2,34000000000,1,1,1,4,189664574.25856227
105,darrous,1388,2,16000000000,1,1,1,5,189664574.25856227
330,darrous,1402,4,81500000000,1,1,1,2,189664574.25856227
149,amir-abad,1403,3,24000000000,1,1,1,2,119079553.86265716
205,darrous,1385,3,35000000000,1,1,1,4,189664574.25856227
131,amir-abad,1402,2,20700000000,1,1,1,2,119079553.86265716
125,darrous,1400,2,23110001000,1,1,1,5,189664574.25856227
115,amir-abad,1392,2,14800000000,1,1,1,4,119079553.86265716
117,amir-abad,1395,2,16850000000,1,1,1,3,119079553.86265716
96,amir-abad,1395,2,12000000000,1,1,1,4,119079553.86265716
240,amir-abad,1402,3,37500000000,1,1,1,2,119079553.86265716
115,amir-abad,1403,2,13000000000,1,1,1,3,119079553.86265716
80,amir-abad,1398,2,9500000000,1,1,1,2,119079553.86265716
82,amir-abad,1387,2,9600000000,1,1,1,1,119079553.86265716
175,amir-abad,1388,3,19500000000,1,1,1,1,119079553.86265716
110,amir-abad,1403,2,18000000000,1,1,1,1,119079553.86265716
182,amir-abad,1385,2,17900000000,1,1,1,3,119079553.86265716
50,haftchenar,1395,1,3600000000,1,0,1,5,60154258.79237908
44,haftchenar,1395,1,3050000000,1,1,1,3,60154258.79237908
50,haftchenar,1391,1,2000000000,1,1,1,2,60154258.79237908
59,haftchenar,1395,1,3950000000,1,1,0,3,60154258.79237908
50,haftchenar,1396,1,3100000000,1,1,0,1,60154258.79237908
50,haftchenar,1390,1,3400000000,1,1,1,4,60154258.79237908
36,haftchenar,1387,1,2450000000,0,1,0,3,60154258.79237908
55,haftchenar,1397,1,3100000000,1,0,1,2,60154258.79237908
128,haftchenar,1401,2,8960000000,1,1,1,5,60154258.79237908
57,haftchenar,1390,1,3400000000,0,1,0,1,60154258.79237908
100,haftchenar,1400,2,6220000000,1,1,1,2,60154258.79237908
40,haftchenar,1392,1,2500000000,1,1,1,1,60154258.79237908
33,haftchenar,1383,1,2190000000,0,0,0,1,60154258.79237908
60,haftchenar,1380,1,2710000000,0,0,1,0,60154258.79237908
58,haftchenar,1389,1,3800000000,0,1,1,1,60154258.79237908
55,nosrat,1378,1,3500000000,1,0,0,3,112129455.34819293
70,nosrat,1403,2,9100000000,1,1,1,1,112129455.34819293
110,nosrat,1403,2,12650000000,1,1,1,1,112129455.34819293
96,nosrat,1371,3,8300000000,0,0,0,1,112129455.34819293
63,nosrat,1395,2,5850000000,1,1,1,3,112129455.34819293
130,nosrat,1401,3,17000000000,1,1,1,3,112129455.34819293
520,nosrat,1401,4,65000000000,1,1,1,4,112129455.34819293
91,nosrat,1401,2,9450000000,1,1,1,6,112129455.34819293
75,nosrat,1380,2,6080000000,0,1,1,3,112129455.34819293
193,nosrat,1371,3,16000000000,0,0,0,3,112129455.34819293
55,nosrat,1381,1,3500000000,1,0,0,3,112129455.34819293
108,nosrat,1403,2,11556000000,1,1,1,2,112129455.34819293
63,nosrat,1382,2,6930000000,1,1,1,3,112129455.34819293
50,nosrat,1382,2,4400000000,0,0,1,3,112129455.34819293
117,nosrat,1403,3,14500000000,1,1,1,2,112129455.34819293
146,nosrat,1400,3,16800000000,1,1,1,1,112129455.34819293
82,parastar,1394,2,6700000000,1,0,1,4,91585657.97512831
185,parastar,1403,3,17700000000,1,1,1,3,91585657.97512831
130,parastar,1395,2,14700000000,1,1,1,4,91585657.97512831
49,parastar,1382,1,3500000000,1,0,1,2,91585657.97512831
67,parastar,1400,1,6500000000,1,1,1,2,91585657.97512831
57,khaje-nezam-molk,1389,1,4680000000,1,1,1,4,67536142.2678466
101,khaje-nezam-molk,1400,2,8600000000,1,1,1,2,67536142.2678466
45,khaje-nezam-molk,1393,1,3590000000,1,1,1,2,67536142.2678466
58,khaje-nezam-molk,1380,1,3200000000,0,0,1,2,67536142.2678466
60,khaje-nezam-molk,1383,1,3750000000,0,1,1,2,67536142.2678466
56,khaje-nezam-molk,1401,1,4400000000,1,0,1,5,67536142.2678466
94,khaje-nezam-molk,1399,2,7100000000,1,1,1,2,67536142.2678466
52,khaje-nezam-molk,1384,1,3900000000,0,1,1,1,67536142.2678466
50,khaje-nezam-molk,1389,1,3550000000,1,1,1,3,67536142.2678466
51,khaje-nezam-molk,1390,1,3700000000,1,1,1,3,67536142.2678466
60,khaje-nezam-molk,1381,1,3000000000,0,0,1,3,67536142.2678466
133,khaje-nezam-molk,1403,3,9975000000,1,1,1,4,67536142.2678466
55,khaje-nezam-molk,1403,1,3700000000,1,0,0,1,67536142.2678466
58,khaje-nezam-molk,1397,1,4600000000,1,0,1,3,67536142.2678466
64,khaje-nezam-molk,1376,2,3850000000,1,0,1,6,67536142.2678466
58,khaje-nezam-molk,1402,2,4890000000,1,1,0,3,67536142.2678466
40,khaje-nezam-molk,1382,1,2380000000,0,0,1,3,67536142.2678466
44,beryanak,1384,1,2370000000,0,0,1,0,51229331.887090236
50,beryanak,1386,2,2740000000,1,0,1,2,51229331.887090236
41,beryanak,1379,1,2500000000,0,0,1,0,51229331.887090236
77,beryanak,1403,2,3950000000,1,1,1,4,51229331.887090236
57,beryanak,1385,1,2735000000,1,0,1,4,51229331.887090236
142,tehran-jolfa,1396,3,18318000000,1,1,1,5,135826091.9473228
88,tehran-jolfa,1388,2,12100000000,1,1,1,2,135826091.9473228
85,tehran-jolfa,1384,2,7800000000,0,1,1,0,135826091.9473228
70,tehran-jolfa,1401,1,11000000000,1,1,1,1,135826091.9473228
125,tehran-jolfa,1402,3,15000000000,1,1,1,2,135826091.9473228
147,tehran-jolfa,1383,3,17000000000,1,1,1,2,135826091.9473228
124,tehran-jolfa,1402,3,17900000000,1,1,1,4,135826091.9473228
105,tehran-jolfa,1403,2,14700000000,1,1,1,1,135826091.9473228
80,tehran-jolfa,1380,2,11200000000,1,1,1,1,135826091.9473228
100,tehran-jolfa,1379,2,9900000000,0,1,1,2,135826091.9473228
147,tehran-jolfa,1396,3,19200000000,1,1,1,1,135826091.9473228
60,tehran-jolfa,1385,2,5700000000,0,0,1,1,135826091.9473228
91,tehran-jolfa,1372,2,6700000000,0,0,1,3,135826091.9473228
94,tehran-jolfa,1386,2,12000000000,1,1,1,2,135826091.9473228
100,tehran-jolfa,1400,2,16350000000,1,1,1,6,135826091.9473228
170,tehran-jolfa,1382,3,19400000000,1,1,1,4,135826091.9473228
150,hesar-booali,1384,2,30000000000,1,1,1,3,250477674.67869213
270,hesar-booali,1400,4,95000000000,1,1,1,5,250477674.67869213
185,hesar-booali,1403,3,45000000000,1,1,1,4,250477674.67869213
122,hesar-booali,1390,2,21780000000,1,1,1,1,250477674.67869213
135,tehran-jolfa,1401,3,19750000000,1,1,1,4,135826091.9473228
200,hesar-booali,1386,3,34000000000,1,1,1,4,250477674.67869213
185,hesar-booali,1388,3,35000000000,1,1,1,2,250477674.67869213
210,hesar-booali,1401,3,80000000000,1,1,1,9,250477674.67869213
430,hesar-booali,1402,4,193000000000,1,1,1,6,250477674.67869213
149,hesar-booali,1400,3,24500000000,1,1,1,4,250477674.67869213
185,hesar-booali,1392,3,34000000000,1,1,1,3,250477674.67869213
270000,hesar-booali,1399,3,70000000000,1,1,1,13,250477674.67869213
150,hesar-booali,1403,3,39900000000,1,1,1,8,250477674.67869213
330,hesar-booali,1386,4,58000000000,1,1,1,5,250477674.67869213
310,hesar-booali,1396,4,67000000000,1,1,1,8,250477674.67869213
185,hesar-booali,1391,3,34500000000,1,1,1,2,250477674.67869213
230,hesar-booali,1399,2,18500000000,1,1,1,1,250477674.67869213
182,hesar-booali,1399,3,54500000000,1,1,1,3,250477674.67869213
60,ekbatan,1372,1,8400000000,1,0,0,1,118007700.39321399
152,hesar-booali,1400,2,43000000000,1,1,1,1,250477674.67869213
67,ekbatan,1370,1,10300000000,1,1,1,5,118007700.39321399
48,ekbatan,1375,1,7000000000,1,0,0,6,118007700.39321399
135,ekbatan,1370,3,12750000000,1,1,1,1,118007700.39321399
66,ekbatan,1370,1,8400000000,1,0,0,7,118007700.39321399
65,ekbatan,1370,1,9600000000,1,1,1,1,118007700.39321399
81,ekbatan,1397,2,7525000000,1,1,1,2,118007700.39321399
72,ekbatan,1401,2,3800000000,1,1,1,2,118007700.39321399
137,ekbatan,1402,3,13950000000,1,1,1,4,118007700.39321399
120,ekbatan,1399,2,1111111111,1,1,1,1,118007700.39321399
68,ekbatan,1403,1,10350000000,1,1,1,11,118007700.39321399
78,ekbatan,1370,2,11500000000,1,0,0,6,118007700.39321399
141,ekbatan,1403,3,13750000000,1,0,0,2,118007700.39321399
48,salamat,1383,1,2150000000,0,0,1,0,60790805.551189795
80,salamat,1392,2,4800000000,1,1,0,1,60790805.551189795
64,ekbatan,1400,1,8000000000,1,0,0,7,118007700.39321399
83,salamat,1395,2,4600000000,1,1,1,1,60790805.551189795
59,salamat,1393,1,3100000000,1,0,1,1,60790805.551189795
71,salamat,1380,2,3800000000,0,0,1,3,60790805.551189795
65,salamat,1375,1,3200000000,0,0,0,1,60790805.551189795
50,salamat,1382,1,2600000000,0,1,1,3,60790805.551189795
48,salamat,1382,1,2000000000,0,0,1,0,60790805.551189795
48,salamat,1393,1,2650000000,1,0,0,3,60790805.551189795
96,salamat,1384,3,5760000000,1,0,1,1,60790805.551189795
38,salamat,1383,1,2300000000,0,0,0,0,60790805.551189795
48,salamat,1393,1,3200000000,1,0,1,2,60790805.551189795
80,salamat,1400,2,4740000000,1,1,1,3,60790805.551189795
43,soleymani,1380,1,1100000000,0,0,1,1,50061817.224197716
48,soleymani,1387,1,2650000000,1,1,1,2,50061817.224197716
50,soleymani,1380,1,2190000000,0,0,1,1,50061817.224197716
57,soleymani,1382,1,3450000000,0,1,0,1,50061817.224197716
48,soleymani,1393,1,2850000000,1,1,1,1,50061817.224197716
65,soleymani,1394,2,3700000000,1,1,1,5,50061817.224197716
61,soleymani,1383,1,2700000000,0,0,1,0,50061817.224197716
43,soleymani,1380,1,2250000000,0,0,1,2,50061817.224197716
44,soleymani,1393,1,2100000000,0,1,1,1,50061817.224197716
53,soleymani,1395,1,3200000000,1,0,0,1,50061817.224197716
50,soleymani,1392,1,2890000000,1,1,0,1,50061817.224197716
100,soleymani,1399,2,5250000000,1,1,1,2,50061817.224197716
70,evin,1383,1,12500000000,1,1,1,30,147496780.36597988
58,soleymani,1387,1,2650000000,0,1,1,3,50061817.224197716
72,evin,1387,1,5250000000,0,0,1,0,147496780.36597988
125,evin,1398,2,11800000000,1,1,1,5,147496780.36597988
150,evin,1403,3,31500000000,1,1,1,9,147496780.36597988
160,evin,1396,3,31500000000,1,1,1,3,147496780.36597988
141,evin,1392,3,18500000000,1,1,1,3,147496780.36597988
93500,evin,1397,2,22700000000,1,1,0,3,147496780.36597988
97,evin,1395,2,12400000000,1,1,1,2,147496780.36597988
91,evin,1398,2,17500000000,1,1,1,7,147496780.36597988
109,tolid-daroo,1402,3,7720000000,1,1,0,3,57236551.56871395
67,tolid-daroo,1387,2,3050000000,0,0,1,1,57236551.56871395
48,tolid-daroo,1382,1,2050000000,0,0,1,3,57236551.56871395
51,tolid-daroo,1394,1,2678000000,1,0,0,1,57236551.56871395
48,tolid-daroo,1385,1,2500000000,0,1,1,3,57236551.56871395
