meter,district,buildYear,rooms,price,elevator,space,parking,floor,averageDistrictValue,test
57,tehran-kerman,1387,1,5600000000,1,1,1,4,84863867.51037516,4837240448.091384
42,tehran-kerman,1396,1,3000000000,0,0,1,1,84863867.51037516,3564282435.4357567
48,tehran-kerman,1393,1,3300000000,0,1,1,3,84863867.51037516,4073465640.498008
65,tehran-kerman,1388,2,4430000000,1,0,1,3,84863867.51037516,5516151388.174385
44,tehran-kerman,1380,1,3350000000,0,0,1,0,84863867.51037516,3734010170.4565067
58,tehran-kerman,1394,2,3625000000,0,1,1,3,84863867.51037516,4922104315.601759
130,tehran-kerman,1400,2,12800000000,1,1,1,4,84863867.51037516,11032302776.34877
60,tehran-kerman,1382,2,4500000000,0,1,1,2,84863867.51037516,5091832050.622509
48,tehran-kerman,1403,1,4800000000,1,0,1,1,84863867.51037516,4073465640.498008
116,tehran-kerman,1402,2,12700000000,1,1,1,5,84863867.51037516,9844208631.203518
74,tehran-kerman,1392,2,6300000000,1,0,1,1,84863867.51037516,6279926195.767761
48,tehran-kerman,1393,1,3300000000,0,1,1,4,84863867.51037516,4073465640.498008
83,tehran-kerman,1401,2,7350000000,1,1,1,1,84863867.51037516,7043701003.361138
60,tehran-kerman,1395,2,5000000000,1,1,1,2,84863867.51037516,5091832050.622509
185,tehran-kerman,1397,3,13000000000,1,1,1,5,84863867.51037516,15699815489.419405
75,tehran-kerman,1384,2,5500000000,0,0,1,1,84863867.51037516,6364790063.278137
45,tehran-kerman,1393,1,3830000000,0,0,1,1,84863867.51037516,3818874037.966882
120,tehran-kerman,1402,2,11000000000,1,1,1,1,84863867.51037516,10183664101.245018
100,niroo-havayi,1393,2,11000000000,1,1,1,1,87909402.44776358,8790940244.776358
75,niroo-havayi,1380,2,4450000000,0,1,1,4,87909402.44776358,6593205183.582269
135,niroo-havayi,1389,3,11000000000,1,1,1,5,87909402.44776358,11867769330.448082
55,niroo-havayi,1388,1,3600000000,1,0,1,4,87909402.44776358,4835017134.626997
42,niroo-havayi,1380,1,3500000000,0,0,1,0,87909402.44776358,3692194902.8060703
92,niroo-havayi,1385,2,6300000000,0,1,1,2,87909402.44776358,8087665025.194249
149,niroo-havayi,1385,3,15300000000,1,1,1,3,87909402.44776358,13098500964.716772
165,niroo-havayi,1403,3,21450000000,1,1,1,4,87909402.44776358,14505051403.880991
117,niroo-havayi,1397,3,11300000000,1,1,1,4,87909402.44776358,10285400086.388338
43,niroo-havayi,1402,1,4500000000,1,1,0,2,87909402.44776358,3780104305.253834
49,niroo-havayi,1380,1,3400000000,0,0,1,3,87909402.44776358,4307560719.940415
85,niroo-havayi,1385,2,5500000000,0,0,1,3,87909402.44776358,7472299208.059904
95,niroo-havayi,1385,2,6900000000,1,0,1,4,87909402.44776358,8351393232.5375395
98,niroo-havayi,1381,2,9100000000,1,1,1,3,87909402.44776358,8615121439.88083
105,niroo-havayi,1385,3,9900000000,1,1,1,4,87909402.44776358,9230487257.015175
165,niroo-havayi,1391,3,14850000000,1,1,1,3,87909402.44776358,14505051403.880991
95,niroo-havayi,1400,2,11200000000,1,1,1,2,87909402.44776358,8351393232.5375395
115,niroo-havayi,1402,2,12500000000,1,1,1,5,87909402.44776358,10109581281.492811
108,niroo-havayi,1389,2,11900000000,1,1,1,3,87909402.44776358,9494215464.358467
96,niroo-havayi,1386,1,6800000000,0,1,1,1,87909402.44776358,8439302634.985304
96,niroo-havayi,1401,2,10600000000,1,1,1,5,87909402.44776358,8439302634.985304
55,nazi-abad,1399,1,2700000000,1,0,1,2,65862488.585639246,3622436872.2101583
85,nazi-abad,1403,2,6800000000,1,1,0,1,65862488.585639246,5598311529.779336
65,nazi-abad,1380,1,3315000000,0,0,0,1,65862488.585639246,4281061758.066551
57,nazi-abad,1389,1,3900000000,0,1,1,1,65862488.585639246,3754161849.381437
72,nazi-abad,1396,2,3800000000,1,1,0,3,65862488.585639246,4742099178.166026
46,nazi-abad,1387,1,3100000000,0,0,1,0,65862488.585639246,3029674474.9394054
59,nazi-abad,1391,1,3460000000,1,0,0,2,65862488.585639246,3885886826.5527153
40,nazi-abad,1398,1,2000000000,1,0,1,1,65862488.585639246,2634499543.42557
43,nazi-abad,1390,1,3200000000,0,0,1,1,65862488.585639246,2832087009.1824875
88,nazi-abad,1403,2,8900000000,1,1,0,2,65862488.585639246,5795898995.536254
110,nazi-abad,1402,2,450000000,1,1,1,2,65862488.585639246,7244873744.420317
48,nazi-abad,1381,1,2280000000,0,0,1,3,65862488.585639246,3161399452.110684
42,nazi-abad,1380,1,2600000000,0,0,0,3,65862488.585639246,2766224520.5968485
118,nazi-abad,1393,2,9200000000,1,1,1,6,65862488.585639246,7771773653.105431
57,nazi-abad,1391,1,4250000000,1,1,0,2,65862488.585639246,3754161849.381437
61,nazi-abad,1388,2,4500000000,0,1,1,0,65862488.585639246,4017611803.723994
48,nazi-abad,1391,1,2950000000,1,0,0,4,65862488.585639246,3161399452.110684
78,nazi-abad,1393,2,6500000000,1,0,1,1,65862488.585639246,5137274109.679861
63,nazi-abad,1395,2,4000000000,0,0,1,1,65862488.585639246,4149336780.8952723
120,nazi-abad,1403,2,10200000000,1,1,0,2,65862488.585639246,7903498630.27671
80,nazi-abad,1398,2,6560000000,1,1,0,1,65862488.585639246,5268999086.85114
112,nazi-abad,1403,2,9520000000,1,1,0,4,65862488.585639246,7376598721.591596
110,nazi-abad,1398,2,10300000000,1,1,1,7,65862488.585639246,7244873744.420317
280,zafaraniyeh,1393,4,77000000000,1,1,1,3,270953832.0339594,75867072969.50864
175,zafaraniyeh,1388,3,35000000000,1,1,1,3,270953832.0339594,47416920605.942894
300,zafaraniyeh,1377,4,48000000000,1,1,1,2,270953832.0339594,81286149610.18782
184,zafaraniyeh,1391,3,45000000000,1,1,1,5,270953832.0339594,49855505094.24853
192,zafaraniyeh,1395,3,30000000000,1,1,1,4,270953832.0339594,52023135750.5202
153,zafaraniyeh,1385,3,23000000000,1,1,1,1,270953832.0339594,41455936301.195786
250,zafaraniyeh,1393,3,66900000000,1,1,1,2,270953832.0339594,67738458008.489845
130,zafaraniyeh,1396,3,39000000000,1,1,1,1,270953832.0339594,35223998164.41472
145,zafaraniyeh,1396,3,39000000000,1,1,1,4,270953832.0339594,39288305644.92411
115,zafaraniyeh,1401,2,26000000000,1,1,1,3,270953832.0339594,31159690683.90533
275,zafaraniyeh,1397,4,82000000000,1,1,1,3,270953832.0339594,74512303809.33884
188,zafaraniyeh,1396,3,47500000000,1,1,1,3,270953832.0339594,50939320422.38437
400,zafaraniyeh,1402,3,240000000000,1,1,1,7,270953832.0339594,108381532813.58376
196,zafaraniyeh,1385,3,23500000000,1,1,1,1,270953832.0339594,53106951078.65604
235,zafaraniyeh,1399,3,68000000000,1,1,1,9,270953832.0339594,63674150527.98045
234,zafaraniyeh,1395,3,75000000000,1,1,1,4,270953832.0339594,63403196695.946495
300,zafaraniyeh,1398,4,107000000000,1,1,1,5,270953832.0339594,81286149610.18782
170,zafaraniyeh,1402,3,47600000000,1,1,1,6,270953832.0339594,46062151445.773094
207,zafaraniyeh,1371,3,45000000000,1,1,1,1,270953832.0339594,56087443231.029594
118,zafaraniyeh,1388,3,24500000000,1,1,1,2,270953832.0339594,31972552180.00721
115,amir-bahador,1401,3,7705000000,1,1,0,1,80924940.76652442,9306368188.150309
42,amir-bahador,1375,1,2900000000,0,0,1,2,80924940.76652442,3398847512.1940255
78,amir-bahador,1382,2,5100000000,1,0,1,2,80924940.76652442,6312145379.788905
72,amir-bahador,1388,2,3500000000,0,1,1,4,80924940.76652442,5826595735.189758
68,amir-bahador,1387,2,3900000000,0,1,1,1,80924940.76652442,5502895972.12366
56,amir-bahador,1379,1,1500000000,0,0,1,0,80924940.76652442,4531796682.925367
75,amir-bahador,1401,2,5700000000,1,1,0,2,80924940.76652442,6069370557.489331
65,amir-bahador,1383,1,3400000000,0,0,1,4,80924940.76652442,5260121149.824087
56,amir-bahador,1378,1,1900000000,0,0,0,0,80924940.76652442,4531796682.925367
55,amir-bahador,1378,1,1900000000,0,0,0,0,80924940.76652442,4450871742.158843
120,amir-bahador,1389,2,75000000000,1,0,1,3,80924940.76652442,9710992891.982931
100,amir-bahador,1399,2,8300000000,1,1,1,4,80924940.76652442,8092494076.652442
61,amir-bahador,1385,2,3400000000,0,0,0,2,80924940.76652442,4936421386.75799
73,amir-bahador,1392,2,4600000000,1,0,1,5,80924940.76652442,5907520675.956283
95,amir-bahador,1403,2,5795000000,1,1,1,4,80924940.76652442,7687869372.819819
58,amir-bahador,1383,2,3400000000,0,1,1,2,80924940.76652442,4693646564.458416
50,amir-bahador,1388,1,2300000000,1,0,1,4,80924940.76652442,4046247038.326221
87,amir-bahador,1381,2,4300000000,0,0,1,0,80924940.76652442,7040469846.687625
45,azari,1379,1,2100000000,0,0,1,2,51648625.03338102,2324188126.5021462
59,azari,1382,1,2478000000,0,0,1,2,51648625.03338102,3047268876.9694805
45,azari,1393,1,2300000000,0,1,1,1,51648625.03338102,2324188126.5021462
270,azari,1397,4,64000000000,1,1,1,2,51648625.03338102,13945128759.012877
44,azari,1400,1,2250000000,0,0,0,1,51648625.03338102,2272539501.468765
133,azari,1402,3,5215000000,1,1,0,2,51648625.03338102,6869267129.439676
115,azari,1402,2,6200000000,1,1,0,3,51648625.03338102,5939591878.838818
44,azari,1385,1,2190000000,0,1,1,2,51648625.03338102,2272539501.468765
46,azari,1391,1,2480000000,0,1,0,1,51648625.03338102,2375836751.535527
47,azari,1393,1,2340000000,1,0,0,1,51648625.03338102,2427485376.568908
45,azari,1392,1,2500000000,0,1,0,1,51648625.03338102,2324188126.5021462
55,azari,1394,1,2350000000,1,0,1,2,51648625.03338102,2840674376.835956
43,azari,1400,1,2500000000,0,0,0,1,51648625.03338102,2220890876.435384
48,azari,1393,1,2590000000,1,0,1,1,51648625.03338102,2479134001.602289
50,azari,1388,1,2550000000,0,0,0,3,51648625.03338102,2582431251.669051
45,azari,1393,1,2400000000,1,0,1,3,51648625.03338102,2324188126.5021462
71,azari,1383,2,2985000000,1,0,1,5,51648625.03338102,3667052377.370053
42,azari,1383,1,2100000000,0,0,1,0,51648625.03338102,2169242251.402003
41,azari,1390,1,2600000000,1,1,1,4,51648625.03338102,2117593626.3686218
55,hakimiyeh,1402,1,5650000000,1,1,1,4,72871218.79260157,4007917033.5930862
108,hakimiyeh,1396,2,10000000000,1,1,1,3,72871218.79260157,7870091629.600969
119,hakimiyeh,1402,3,13090000000,1,1,1,1,72871218.79260157,8671675036.319588
45,hakimiyeh,1392,1,3500000000,1,1,1,1,72871218.79260157,3279204845.667071
77,hakimiyeh,1399,2,7315000000,1,1,1,1,72871218.79260157,5611083847.030321
66,hakimiyeh,1400,2,450000000,1,1,0,4,72871218.79260157,4809500440.311704
113,hakimiyeh,1403,2,10400000000,1,1,1,1,72871218.79260157,8234447723.563977
75,hakimiyeh,1397,2,6850000000,1,1,1,3,72871218.79260157,5465341409.445118
106,hakimiyeh,1397,2,9000000000,1,1,1,4,72871218.79260157,7724349192.015766
98,hakimiyeh,1403,2,2850000000,1,1,1,2,72871218.79260157,7141379441.674953
100,hakimiyeh,1399,2,8400000000,1,1,1,1,72871218.79260157,7287121879.260157
90,hakimiyeh,1397,2,8190000000,1,1,1,5,72871218.79260157,6558409691.334142
130,hakimiyeh,1403,3,15600000000,1,1,1,6,72871218.79260157,9473258443.038204
138,hakimiyeh,1392,3,8150000000,1,1,1,5,72871218.79260157,10056228193.379017
60,hakimiyeh,1396,1,5520000000,1,1,1,2,72871218.79260157,4372273127.556094
100,hakimiyeh,1401,2,450000000,1,1,1,4,72871218.79260157,7287121879.260157
120,hakimiyeh,1401,2,9300000000,1,1,1,4,72871218.79260157,8744546255.112188
87,sadeghiyeh,1401,2,9500000000,1,1,1,2,91104564.67814776,7926097126.998856
67,sadeghiyeh,1388,2,6700000000,0,1,1,4,91104564.67814776,6104005833.4359
93,sadeghiyeh,1403,2,11400000000,1,1,1,2,91104564.67814776,8472724515.067742
87,sadeghiyeh,1395,2,10200000000,1,1,1,5,91104564.67814776,7926097126.998856
82,sadeghiyeh,1384,2,6950000000,1,1,1,2,91104564.67814776,7470574303.608116
75,sadeghiyeh,1388,2,6200000000,0,1,1,2,91104564.67814776,6832842350.861082
78,sadeghiyeh,1402,2,1500000000,1,0,0,1,91104564.67814776,7106156044.895526
103,sadeghiyeh,1370,2,8240000000,0,1,1,0,91104564.67814776,9383770161.84922
122,sadeghiyeh,1372,2,10600000000,0,0,1,2,91104564.67814776,11114756890.734028
80,sadeghiyeh,1400,2,3200000000,0,1,1,1,91104564.67814776,7288365174.2518215
135,sadeghiyeh,1385,3,14000000000,1,1,1,1,91104564.67814776,12299116231.549948
90,sadeghiyeh,1390,2,9500000000,1,1,1,2,91104564.67814776,8199410821.0332985
160,sadeghiyeh,1386,3,15500000000,0,1,1,2,91104564.67814776,14576730348.503643
68,sadeghiyeh,1395,1,3700000000,1,0,1,3,91104564.67814776,6195110398.114048
90,sadeghiyeh,1399,2,8800000000,1,1,1,2,91104564.67814776,8199410821.0332985
57,sadeghiyeh,1383,1,5200000000,0,1,1,1,91104564.67814776,5192960186.654423
78,sadeghiyeh,1388,2,6990000000,1,1,1,2,91104564.67814776,7106156044.895526
45,sadeghiyeh,1398,1,2000000000,1,1,1,2,91104564.67814776,4099705410.5166492
105,sadeghiyeh,1403,2,12600000000,1,1,1,1,91104564.67814776,9565979291.205515
110,sadeghiyeh,1387,3,9800000000,1,1,0,4,91104564.67814776,10021502114.596254
55,sadeghiyeh,1395,1,5500000000,1,1,1,2,91104564.67814776,5010751057.298127
101,sadeghiyeh,1384,2,7100000000,1,1,1,8,91104564.67814776,9201561032.492924
50,sadeghiyeh,1395,1,1500000000,1,1,1,2,91104564.67814776,4555228233.907388
100,sadeghiyeh,1402,2,5500000000,1,1,1,7,91104564.67814776,9110456467.814775
52,tehran-lashkar,1397,1,3700000000,1,1,1,1,72373975.49909462,3763446725.9529204
52,tehran-lashkar,1393,1,3250000000,1,0,1,3,72373975.49909462,3763446725.9529204
34,tehran-lashkar,1381,1,2680000000,0,1,1,2,72373975.49909462,2460715166.9692173
65,tehran-lashkar,1390,2,4220000000,0,1,1,2,72373975.49909462,4704308407.441151
58,tehran-lashkar,1403,1,4000000000,1,0,1,1,72373975.49909462,4197690578.947488
66,tehran-lashkar,1399,2,5300000000,1,1,1,4,72373975.49909462,4776682382.940245
33,tehran-lashkar,1395,1,2750000000,0,1,1,2,72373975.49909462,2388341191.4701223
78,tehran-lashkar,1398,2,5600000000,1,1,1,5,72373975.49909462,5645170088.92938
48,tehran-lashkar,1394,1,3000000000,0,1,1,4,72373975.49909462,3473950823.956542
38,tehran-lashkar,1398,1,2800000000,1,0,1,2,72373975.49909462,2750211068.9655957
67,tehran-lashkar,1402,1,5750000000,1,1,1,2,72373975.49909462,4849056358.43934
40,tehran-lashkar,1382,1,2350000000,0,0,1,2,72373975.49909462,2894959019.9637847
102,tehran-lashkar,1402,2,10000000000,1,1,1,4,72373975.49909462,7382145500.907651
56,tehran-lashkar,1385,1,3400000000,1,1,1,1,72373975.49909462,4052942627.949299
48,tehran-lashkar,1393,1,2950000000,0,1,1,3,72373975.49909462,3473950823.956542
40,tehran-lashkar,1394,1,2480000000,0,0,1,3,72373975.49909462,2894959019.9637847
37,tehran-lashkar,1400,1,2700000000,1,0,1,3,72373975.49909462,2677837093.4665008
41,tehran-lashkar,1396,1,3200000000,1,1,1,2,72373975.49909462,2967332995.4628797
40,tehran-lashkar,1396,1,3200000000,0,1,1,2,72373975.49909462,2894959019.9637847
50,tehran-lashkar,1399,1,3070000000,0,1,1,3,72373975.49909462,3618698774.954731
68,tehran-lashkar,1395,2,4900000000,1,1,1,4,72373975.49909462,4921430333.938435
63,tehran-lashkar,1397,2,4250000000,1,1,1,3,72373975.49909462,4559560456.442961
47,tehran-lashkar,1395,1,3750000000,1,1,1,3,72373975.49909462,3401576848.457447
107,behjat-abad,1370,1,7700000000,1,1,1,0,103491204.20982297,11073558850.451057
133,behjat-abad,1370,2,9500000000,1,1,1,4,103491204.20982297,13764330159.906454
53,behjat-abad,1380,1,5300000000,1,1,1,2,103491204.20982297,5485033823.120617
101,behjat-abad,1371,2,11500000000,0,1,1,2,103491204.20982297,10452611625.19212
110,behjat-abad,1379,3,8500000000,0,1,1,3,103491204.20982297,11384032463.080526
90,behjat-abad,1371,2,9000000000,0,1,1,1,103491204.20982297,9314208378.884068
110,behjat-abad,1392,2,11600000000,1,1,1,3,103491204.20982297,11384032463.080526
53,behjat-abad,1373,1,3936000000,0,0,0,1,103491204.20982297,5485033823.120617
52,behjat-abad,1371,1,3970000000,0,0,0,1,103491204.20982297,5381542618.910794
51,behjat-abad,1375,1,5000000000,0,0,1,3,103491204.20982297,5278051414.700972
70,tehran-lashkar,1403,2,5650000000,1,1,1,3,72373975.49909462,5066178284.936624
53,behjat-abad,1370,1,3937500000,0,0,0,1,103491204.20982297,5485033823.120617
58,behjat-abad,1375,2,6000000000,1,0,0,1,103491204.20982297,6002489844.169732
140,behjat-abad,1397,3,19600000000,1,1,1,3,103491204.20982297,14488768589.375216
207,behjat-abad,1373,4,18000000000,0,0,0,3,103491204.20982297,21422679271.433353
106,behjat-abad,1370,2,11766000000,1,1,1,7,103491204.20982297,10970067646.241234
85,behjat-abad,1403,2,13000000000,1,1,1,3,103491204.20982297,8796752357.834951
100,behjat-abad,1392,2,11600000000,1,1,1,5,103491204.20982297,10349120420.982296
150,behjat-abad,1373,3,15000000000,0,1,1,3,103491204.20982297,15523680631.473446
50,behjat-abad,1374,1,4500000000,0,0,1,3,103491204.20982297,5174560210.491148
130,behjat-abad,1370,3,10700000000,0,1,1,2,103491204.20982297,13453856547.276985
70,behjat-abad,1403,2,10850000000,1,1,1,4,103491204.20982297,7244384294.687608
240,behjat-abad,1370,3,17950000000,1,1,1,3,103491204.20982297,24837889010.357513
90,behjat-abad,1403,2,14400000000,1,1,1,4,103491204.20982297,9314208378.884068
127,behjat-abad,1371,3,10400000000,0,1,1,2,103491204.20982297,13143382934.647516
70,east-shareq,1401,2,5100000000,1,1,1,5,69165440.01523417,4841580801.066392
95,east-shareq,1399,2,6220000000,1,1,1,1,69165440.01523417,6570716801.447247
61,east-shareq,1395,1,4300000000,1,1,1,5,69165440.01523417,4219091840.9292846
70,east-shareq,1401,2,5100000000,1,1,1,1,69165440.01523417,4841580801.066392
51,east-shareq,1392,1,3400000000,1,0,1,4,69165440.01523417,3527437440.7769427
90,east-shareq,1403,2,6500000000,1,1,1,1,69165440.01523417,6224889601.371076
56,east-shareq,1388,1,4000000000,1,1,1,1,69165440.01523417,3873264640.8531137
40,east-shareq,1387,1,3250000000,1,1,1,1,69165440.01523417,2766617600.609367
70,east-shareq,1395,2,4700000000,1,0,0,5,69165440.01523417,4841580801.066392
58,east-shareq,1390,1,3250000000,1,0,0,4,69165440.01523417,4011595520.883582
87,east-shareq,1402,2,6250000000,1,1,1,2,69165440.01523417,6017393281.325373
54,east-shareq,1395,2,4060000000,1,1,1,4,69165440.01523417,3734933760.822645
77,east-shareq,1402,2,6100000000,1,1,0,4,69165440.01523417,5325738881.173031
90,east-shareq,1401,2,7200000000,1,1,1,3,69165440.01523417,6224889601.371076
64,east-shareq,1381,2,3650000000,0,1,1,4,69165440.01523417,4426588160.974987
104,east-shareq,1402,2,7400000000,1,1,1,1,69165440.01523417,7193205761.584354
90,east-shareq,1391,2,6500000000,1,1,1,3,69165440.01523417,6224889601.371076
53,east-shareq,1394,1,3600000000,1,1,1,3,69165440.01523417,3665768320.807411
60,east-shareq,1395,1,3950000000,1,1,1,3,69165440.01523417,4149926400.91405
75,east-shareq,1399,2,5800000000,1,1,1,3,69165440.01523417,5187408001.142563
49,east-shareq,1393,1,3750000000,1,1,0,1,69165440.01523417,3389106560.7464743
600,east-shareq,1400,4,41000000000,1,1,1,5,69165440.01523417,41499264009.1405
50,east-shareq,1375,1,2590000000,0,0,1,0,69165440.01523417,3458272000.7617087
39,east-shareq,1401,1,3050000000,1,1,1,2,69165440.01523417,2697452160.594133
75,tarasht,1390,2,6400000000,1,1,1,2,92219192.83389083,6916439462.541812
87,tarasht,1393,2,7390000000,1,1,1,2,92219192.83389083,8023069776.548502
80,tarasht,1392,2,7500000000,1,1,1,3,92219192.83389083,7377535426.711266
66,tarasht,1385,2,5300000000,0,1,1,2,92219192.83389083,6086466727.036795
90,tarasht,1390,2,7800000000,1,1,1,4,92219192.83389083,8299727355.050175
90,tarasht,1402,2,11700000000,1,1,1,4,92219192.83389083,8299727355.050175
58,tarasht,1402,1,7500000000,1,1,1,5,92219192.83389083,5348713184.365668
58,tarasht,1399,2,1900000000,1,1,1,1,92219192.83389083,5348713184.365668
93,tarasht,1394,2,9000000000,1,1,1,2,92219192.83389083,8576384933.5518465
50,tarasht,1386,1,2700000000,0,1,1,2,92219192.83389083,4610959641.694541
77,tarasht,1402,2,10395000000,1,1,1,4,92219192.83389083,7100877848.209594
78,tarasht,1391,2,8100000000,1,1,1,4,92219192.83389083,7193097041.043485
78,tarasht,1395,2,7150000000,1,1,1,2,92219192.83389083,7193097041.043485
73,tarasht,1393,2,8300000000,1,1,1,3,92219192.83389083,6732001076.87403
55,tarasht,1389,1,5700000000,1,1,1,3,92219192.83389083,5072055605.863996
110,tarasht,1386,2,8590000000,0,1,1,3,92219192.83389083,10144111211.727991
60,tarasht,1391,2,5689000000,1,0,1,1,92219192.83389083,5533151570.033449
85,tarasht,1379,2,6800000000,0,1,1,1,92219192.83389083,7838631390.88072
115,tarasht,1401,2,11119000909,1,1,1,2,92219192.83389083,10605207175.897446
19,tarasht,1388,0,1500000000,0,0,1,0,92219192.83389083,1752164663.8439257
175,kamraniyeh,1391,3,27000000000,1,1,1,3,238583435.97945583,41752101296.40477
112,kamraniyeh,1392,2,24000000000,1,1,1,2,238583435.97945583,26721344829.69905
250,kamraniyeh,1386,4,40000000000,1,1,1,2,238583435.97945583,59645858994.86396
300,kamraniyeh,1388,3,60000000000,1,1,1,0,238583435.97945583,71575030793.83675
200,kamraniyeh,1388,3,28500000000,1,1,1,2,238583435.97945583,47716687195.89117
340,kamraniyeh,1402,3,155000000000,1,1,1,14,238583435.97945583,81118368233.01498
155,kamraniyeh,1382,3,20500000000,1,1,1,2,238583435.97945583,36980432576.81565
115,kamraniyeh,1396,2,15900000000,1,1,1,3,238583435.97945583,27437095137.63742
230,kamraniyeh,1401,3,73000000000,1,1,1,3,238583435.97945583,54874190275.27484
100,kamraniyeh,1390,2,19000000000,1,1,1,2,238583435.97945583,23858343597.945583
120,kamraniyeh,1390,2,22000000000,1,1,1,1,238583435.97945583,28630012317.5347
210,kamraniyeh,1399,3,55000000000,1,1,1,5,238583435.97945583,50102521555.68572
182,kamraniyeh,1391,3,38000000000,1,1,1,4,238583435.97945583,43422185348.26096
150,kamraniyeh,1399,3,33000000000,1,1,1,5,238583435.97945583,35787515396.91837
400,kamraniyeh,1403,4,130000000000,1,1,1,6,238583435.97945583,95433374391.78233
220,kamraniyeh,1398,3,48000000000,1,1,1,1,238583435.97945583,52488355915.480286
155,kamraniyeh,1398,3,35000000000,1,1,1,1,238583435.97945583,36980432576.81565
285,kamraniyeh,1403,4,114000000000,1,1,1,8,238583435.97945583,67996279254.14491
88,kamraniyeh,1386,2,12850000000,1,1,1,5,238583435.97945583,20995342366.192112
150,kamraniyeh,1396,3,24000000000,1,1,1,2,238583435.97945583,35787515396.91837
180,kamraniyeh,1393,3,44000000000,1,1,1,4,238583435.97945583,42945018476.30205
400,kamraniyeh,1402,4,160000000000,1,1,1,10,238583435.97945583,95433374391.78233
175,kamraniyeh,1395,3,33000000000,1,1,1,5,238583435.97945583,41752101296.40477
240,kamraniyeh,1403,3,72000000000,1,1,1,2,238583435.97945583,57260024635.0694
90,darya,1394,2,17500000000,1,1,1,3,169032026.14452338,15212882353.007105
222,darya,1385,3,40000000000,1,1,1,1,169032026.14452338,37525109804.08419
70,darya,1384,2,8200000000,0,0,1,1,169032026.14452338,11832241830.116636
60,darya,1382,1,8700000000,1,1,1,4,169032026.14452338,10141921568.671402
88,darya,1397,2,13800000000,1,1,1,2,169032026.14452338,14874818300.718058
103,darya,1386,2,16450000000,1,1,1,2,169032026.14452338,17410298692.88591
140,darya,1388,2,21000000000,1,1,1,6,169032026.14452338,23664483660.233273
655,darya,1394,4,125000000000,1,1,1,5,169032026.14452338,110715977124.66281
155,darya,1383,3,19700000000,1,1,1,2,169032026.14452338,26199964052.401123
155,darya,1402,3,39000000000,1,1,1,2,169032026.14452338,26199964052.401123
700,darya,1386,4,120000000000,1,1,1,5,169032026.14452338,118322418301.16637
155,darya,1388,3,20258000000,1,1,1,2,169032026.14452338,26199964052.401123
132,darya,1390,3,19500000000,1,1,1,3,169032026.14452338,22312227451.077087
135,saeed-abad,1403,2,4050000000,1,1,1,2,32118061.19210507,4335938260.934184
145,saeed-abad,1402,3,5220000000,1,1,1,6,32118061.19210507,4657118872.855235
97,saeed-abad,1400,2,3300000000,1,1,1,4,32118061.19210507,3115451935.634192
65,saeed-abad,1393,2,2300000000,0,1,1,1,32118061.19210507,2087673977.4868295
79,saeed-abad,1402,2,2550000000,1,1,1,4,32118061.19210507,2537326834.1763005
103,saeed-abad,1401,2,3090000000,1,1,1,3,32118061.19210507,3308160302.7868223
105,saeed-abad,1403,2,3675000000,1,1,0,3,32118061.19210507,3372396425.1710324
158,darya,1398,3,27125000000,1,1,1,1,169032026.14452338,26707060130.834694
120,saeed-abad,1402,2,4300000000,1,1,1,4,32118061.19210507,3854167343.0526085
80,saeed-abad,1403,2,1750000000,1,1,1,3,32118061.19210507,2569444895.3684053
100,saeed-abad,1403,2,4000000000,1,1,1,1,32118061.19210507,3211806119.210507
75,saeed-abad,1402,2,2512000000,1,1,1,2,32118061.19210507,2408854589.4078803
110,saeed-abad,1400,2,3630000000,1,1,1,5,32118061.19210507,3532986731.1315575
95,saeed-abad,1402,2,3230000000,1,1,1,1,32118061.19210507,3051215813.2499814
75,saeed-abad,1393,1,1820000000,0,0,1,2,32118061.19210507,2408854589.4078803
80,saeed-abad,1402,2,2570000000,1,1,1,5,32118061.19210507,2569444895.3684053
150,saeed-abad,1402,3,4950000000,1,1,1,5,32118061.19210507,4817709178.815761
87,saeed-abad,1398,2,3250000000,1,1,1,5,32118061.19210507,2794271323.713141
195,saeed-abad,1401,3,7410000000,1,1,1,4,32118061.19210507,6263021932.460488
110,saeed-abad,1396,2,5390000000,1,1,1,2,32118061.19210507,3532986731.1315575
75,saeed-abad,1392,1,1850000000,0,0,1,2,32118061.19210507,2408854589.4078803
112,saeed-abad,1403,2,3900000000,1,1,1,3,32118061.19210507,3597222853.515768
135,saeed-abad,1388,3,7000000000,0,1,1,1,32118061.19210507,4335938260.934184
58,javadiyeh,1403,1,3080000000,1,1,1,5,47126085.43497574,2733312955.228593
43,javadiyeh,1379,1,1900000000,0,0,1,3,47126085.43497574,2026421673.703957
66,javadiyeh,1390,2,2540000000,0,1,1,3,47126085.43497574,3110321638.708399
45,javadiyeh,1382,1,1780000000,0,0,0,3,47126085.43497574,2120673844.5739083
128,javadiyeh,1403,2,7680000000,1,1,1,4,47126085.43497574,6032138935.676895
66,javadiyeh,1397,2,3650000000,1,0,0,4,47126085.43497574,3110321638.708399
60,javadiyeh,1396,1,3100000000,1,1,0,2,47126085.43497574,2827565126.0985446
140,javadiyeh,1402,3,6570000000,1,1,0,1,47126085.43497574,6597651960.896605
52,javadiyeh,1393,1,2760000000,1,1,0,2,47126085.43497574,2450556442.6187387
57,javadiyeh,1382,1,1980000000,0,0,1,1,47126085.43497574,2686186869.7936172
